%time,field.header.seq,field.header.stamp,field.header.frame_id,field.before_tracking,field.after_tracking,field.after_matching,field.after_ransac
1403637136588319000,3159,1403637136588319000,,24,24,19,15
1403637136638319000,3160,1403637136638319000,,23,23,23,22
1403637136688319000,3161,1403637136688319000,,23,22,22,14
1403637136738319000,3162,1403637136738319000,,24,24,20,16
1403637136788319000,3163,1403637136788319000,,29,29,22,17
1403637136838319000,3164,1403637136838319000,,29,29,24,17
1403637136888319000,3165,1403637136888319000,,32,32,31,23
1403637136938319000,3166,1403637136938319000,,44,43,40,24
1403637136988319000,3167,1403637136988319000,,45,44,43,28
1403637137038319000,3168,1403637137038319000,,48,46,43,26
1403637137088319000,3169,1403637137088319000,,53,50,48,26
1403637137138319000,3170,1403637137138319000,,56,55,54,34
1403637137188319000,3171,1403637137188319000,,59,59,54,37
1403637137238319000,3172,1403637137238319000,,58,58,58,54
1403637137288319000,3173,1403637137288319000,,64,64,61,60
1403637137338319000,3174,1403637137338319000,,65,65,62,59
1403637137388319000,3175,1403637137388319000,,64,64,62,58
1403637137438319000,3176,1403637137438319000,,63,63,61,52
1403637137488319000,3177,1403637137488319000,,62,62,61,56
1403637137538319000,3178,1403637137538319000,,60,59,58,52
1403637137588319000,3179,1403637137588319000,,61,61,58,43
1403637137638319000,3180,1403637137638319000,,53,50,46,30
1403637137688319000,3181,1403637137688319000,,51,50,46,36
1403637137738319000,3182,1403637137738319000,,51,49,42,30
1403637137788319000,3183,1403637137788319000,,40,39,26,20
1403637137838319000,3184,1403637137838319000,,29,27,24,19
1403637137888319000,3185,1403637137888319000,,29,28,23,16
1403637137938319000,3186,1403637137938319000,,28,26,18,14
1403637137988319000,3187,1403637137988319000,,23,19,17,9
1403637138038319000,3188,1403637138038319000,,20,17,17,13
1403637138088319000,3189,1403637138088319000,,19,18,17,15
1403637138138319000,3190,1403637138138319000,,26,26,19,12
1403637138188319000,3191,1403637138188319000,,28,28,25,13
1403637138238319000,3192,1403637138238319000,,31,31,27,17
1403637138288319000,3193,1403637138288319000,,29,29,29,23
1403637138338319000,3194,1403637138338319000,,42,42,39,18
1403637138388319000,3195,1403637138388319000,,44,44,44,17
1403637138438319000,3196,1403637138438319000,,50,48,43,30
1403637138488319000,3197,1403637138488319000,,54,53,51,28
1403637138538319000,3198,1403637138538319000,,53,53,53,35
1403637138588319000,3199,1403637138588319000,,57,56,56,52
1403637138638319000,3200,1403637138638319000,,59,59,58,57
1403637138688319000,3201,1403637138688319000,,62,61,60,58
1403637138738319000,3202,1403637138738319000,,64,64,63,60
1403637138788319000,3203,1403637138788319000,,64,63,60,56
1403637138838319000,3204,1403637138838319000,,60,58,54,43
1403637138888319000,3205,1403637138888319000,,57,56,56,47
1403637138938319000,3206,1403637138938319000,,61,61,57,40
1403637138988319000,3207,1403637138988319000,,58,56,54,35
1403637139038319000,3208,1403637139038319000,,51,50,43,32
1403637139088319000,3209,1403637139088319000,,48,46,38,28
1403637139138319000,3210,1403637139138319000,,43,43,37,30
1403637139188319000,3211,1403637139188319000,,43,42,32,24
1403637139238319000,3212,1403637139238319000,,34,34,26,15
1403637139288319000,3213,1403637139288319000,,34,34,21,19
1403637139338319000,3214,1403637139338319000,,24,24,21,18
1403637139388319000,3215,1403637139388319000,,24,23,22,18
1403637139438319000,3216,1403637139438319000,,25,24,22,20
1403637139488319000,3217,1403637139488319000,,25,25,24,20
1403637139538319000,3218,1403637139538319000,,27,26,24,21
1403637139588319000,3219,1403637139588319000,,25,25,23,21
1403637139638319000,3220,1403637139638319000,,29,29,27,25
1403637139688319000,3221,1403637139688319000,,27,27,27,21
1403637139738319000,3222,1403637139738319000,,26,26,22,17
1403637139788319000,3223,1403637139788319000,,23,23,22,22
1403637139838319000,3224,1403637139838319000,,24,24,24,24
1403637139888319000,3225,1403637139888319000,,26,26,25,20
1403637139938319000,3226,1403637139938319000,,26,26,24,23
1403637139988319000,3227,1403637139988319000,,26,26,25,18
1403637140038319000,3228,1403637140038319000,,26,26,26,23
1403637140088319000,3229,1403637140088319000,,27,27,27,26
1403637140138319000,3230,1403637140138319000,,30,30,30,27
1403637140188319000,3231,1403637140188319000,,33,33,32,30
1403637140238319000,3232,1403637140238319000,,33,33,33,32
1403637140288319000,3233,1403637140288319000,,34,34,32,32
1403637140338319000,3234,1403637140338319000,,36,36,32,31
1403637140388319000,3235,1403637140388319000,,33,33,32,32
1403637140438319000,3236,1403637140438319000,,33,33,33,33
1403637140488319000,3237,1403637140488319000,,33,33,33,32
1403637140538319000,3238,1403637140538319000,,32,32,32,32
1403637140588319000,3239,1403637140588319000,,33,33,32,31
1403637140638319000,3240,1403637140638319000,,33,33,32,32
1403637140688319000,3241,1403637140688319000,,34,34,34,33
1403637140738319000,3242,1403637140738319000,,34,34,34,33
1403637140788319000,3243,1403637140788319000,,33,33,33,33
1403637140838319000,3244,1403637140838319000,,34,34,34,34
1403637140888319000,3245,1403637140888319000,,34,34,34,34
1403637140938319000,3246,1403637140938319000,,34,34,34,33
1403637140988319000,3247,1403637140988319000,,33,33,33,33
1403637141038319000,3248,1403637141038319000,,34,34,34,34
1403637141088319000,3249,1403637141088319000,,34,34,34,34
1403637141138319000,3250,1403637141138319000,,34,34,34,34
1403637141188319000,3251,1403637141188319000,,34,34,34,33
1403637141238319000,3252,1403637141238319000,,34,34,34,34
1403637141288319000,3253,1403637141288319000,,34,34,34,34
1403637141338319000,3254,1403637141338319000,,34,34,34,34
1403637141388319000,3255,1403637141388319000,,34,34,34,34
1403637141438319000,3256,1403637141438319000,,34,34,34,34
1403637141488319000,3257,1403637141488319000,,34,34,34,32
1403637141538319000,3258,1403637141538319000,,33,33,33,33
1403637141588319000,3259,1403637141588319000,,33,33,33,33
1403637141638319000,3260,1403637141638319000,,33,33,33,33
1403637141688319000,3261,1403637141688319000,,33,33,33,33
1403637141738319000,3262,1403637141738319000,,34,34,34,34
1403637141788319000,3263,1403637141788319000,,35,35,34,34
1403637141838319000,3264,1403637141838319000,,34,34,34,34
1403637141888319000,3265,1403637141888319000,,34,34,34,33
1403637141938319000,3266,1403637141938319000,,34,34,34,34
1403637141988319000,3267,1403637141988319000,,34,34,34,34
1403637142038319000,3268,1403637142038319000,,34,34,34,29
1403637142088319000,3269,1403637142088319000,,33,33,33,33
1403637142138319000,3270,1403637142138319000,,33,33,33,32
1403637142188319000,3271,1403637142188319000,,32,32,32,32
1403637142238319000,3272,1403637142238319000,,33,33,33,31
1403637142288319000,3273,1403637142288319000,,33,33,33,31
1403637142338319000,3274,1403637142338319000,,32,32,32,32
1403637142388319000,3275,1403637142388319000,,33,33,31,31
1403637142438319000,3276,1403637142438319000,,31,31,31,31
1403637142488319000,3277,1403637142488319000,,32,32,32,31
1403637142538319000,3278,1403637142538319000,,32,32,32,32
1403637142588319000,3279,1403637142588319000,,32,32,32,32
1403637142638319000,3280,1403637142638319000,,32,32,32,32
1403637142688319000,3281,1403637142688319000,,32,32,32,32
1403637142738319000,3282,1403637142738319000,,32,32,32,31
1403637142788319000,3283,1403637142788319000,,32,32,32,32
1403637142838319000,3284,1403637142838319000,,32,32,32,32
1403637142888319000,3285,1403637142888319000,,32,32,32,31
1403637142938319000,3286,1403637142938319000,,32,32,32,32
1403637142988319000,3287,1403637142988319000,,32,32,32,29
1403637143038319000,3288,1403637143038319000,,32,32,32,32
1403637143088319000,3289,1403637143088319000,,33,33,33,29
1403637143138319000,3290,1403637143138319000,,32,32,32,28
1403637143188319000,3291,1403637143188319000,,31,31,31,31
1403637143238319000,3292,1403637143238319000,,32,32,32,32
1403637143288319000,3293,1403637143288319000,,33,33,32,32
1403637143338319000,3294,1403637143338319000,,32,32,32,31
1403637143388319000,3295,1403637143388319000,,32,32,32,32
1403637143438319000,3296,1403637143438319000,,32,32,32,32
1403637143488319000,3297,1403637143488319000,,32,32,32,32
1403637143538319000,3298,1403637143538319000,,32,32,32,31
1403637143588319000,3299,1403637143588319000,,32,32,32,32
1403637143638319000,3300,1403637143638319000,,32,32,32,32
1403637143688319000,3301,1403637143688319000,,32,32,32,31
1403637143738319000,3302,1403637143738319000,,31,31,31,30
1403637143788319000,3303,1403637143788319000,,31,31,31,31
1403637143838319000,3304,1403637143838319000,,32,32,32,32
1403637143888319000,3305,1403637143888319000,,32,32,32,32
1403637143938319000,3306,1403637143938319000,,32,32,31,31
1403637143988319000,3307,1403637143988319000,,32,32,31,31
1403637144038319000,3308,1403637144038319000,,31,31,31,30
1403637144088319000,3309,1403637144088319000,,32,32,31,31
1403637144138319000,3310,1403637144138319000,,31,31,31,31
1403637144188319000,3311,1403637144188319000,,32,32,32,31
1403637144238319000,3312,1403637144238319000,,31,31,31,31
1403637144288319000,3313,1403637144288319000,,32,32,31,31
1403637144338319000,3314,1403637144338319000,,32,32,31,31
1403637144388319000,3315,1403637144388319000,,31,31,31,31
1403637144438319000,3316,1403637144438319000,,32,32,31,31
1403637144488319000,3317,1403637144488319000,,31,31,31,31
1403637144538319000,3318,1403637144538319000,,32,32,32,32
1403637144588319000,3319,1403637144588319000,,32,32,32,32
1403637144638319000,3320,1403637144638319000,,32,32,32,32
1403637144688319000,3321,1403637144688319000,,32,32,32,32
1403637144738319000,3322,1403637144738319000,,32,32,32,32
1403637144788319000,3323,1403637144788319000,,32,32,32,31
1403637144838319000,3324,1403637144838319000,,32,32,32,30
1403637144888319000,3325,1403637144888319000,,32,32,31,31
1403637144938319000,3326,1403637144938319000,,32,32,31,31
1403637144988319000,3327,1403637144988319000,,31,31,31,31
1403637145038319000,3328,1403637145038319000,,32,32,31,31
1403637145088319000,3329,1403637145088319000,,31,31,31,31
1403637145138319000,3330,1403637145138319000,,31,31,31,31
1403637145188319000,3331,1403637145188319000,,31,31,31,31
1403637145238319000,3332,1403637145238319000,,31,31,31,31
1403637145288319000,3333,1403637145288319000,,31,31,31,31
1403637145338319000,3334,1403637145338319000,,31,31,31,30
1403637145388319000,3335,1403637145388319000,,31,31,31,31
1403637145438319000,3336,1403637145438319000,,31,31,31,31
1403637145488319000,3337,1403637145488319000,,31,31,31,29
1403637145538319000,3338,1403637145538319000,,31,31,31,31
1403637145588319000,3339,1403637145588319000,,31,31,31,31
1403637145638319000,3340,1403637145638319000,,31,31,31,31
1403637145688319000,3341,1403637145688319000,,31,31,31,31
1403637145738319000,3342,1403637145738319000,,31,31,31,31
1403637145788319000,3343,1403637145788319000,,31,31,31,31
1403637145838319000,3344,1403637145838319000,,31,31,31,31
1403637145888319000,3345,1403637145888319000,,31,31,31,31
1403637145938319000,3346,1403637145938319000,,31,31,31,28
1403637145988319000,3347,1403637145988319000,,31,31,31,31
1403637146038319000,3348,1403637146038319000,,31,31,31,30
1403637146088319000,3349,1403637146088319000,,31,31,31,31
1403637146138319000,3350,1403637146138319000,,31,31,31,31
1403637146188319000,3351,1403637146188319000,,32,32,31,31
1403637146238319000,3352,1403637146238319000,,31,31,31,28
1403637146288319000,3353,1403637146288319000,,31,31,31,31
1403637146338319000,3354,1403637146338319000,,31,31,31,31
1403637146388319000,3355,1403637146388319000,,31,31,31,31
1403637146438319000,3356,1403637146438319000,,31,31,31,31
1403637146488319000,3357,1403637146488319000,,31,31,31,31
1403637146538319000,3358,1403637146538319000,,31,31,31,31
1403637146588319000,3359,1403637146588319000,,31,31,31,31
1403637146638319000,3360,1403637146638319000,,31,31,31,31
1403637146688319000,3361,1403637146688319000,,31,31,31,31
1403637146738319000,3362,1403637146738319000,,31,31,31,31
1403637146788319000,3363,1403637146788319000,,31,31,31,31
1403637146838319000,3364,1403637146838319000,,31,31,31,31
1403637146888319000,3365,1403637146888319000,,31,31,31,30
1403637146938319000,3366,1403637146938319000,,31,31,31,31
1403637146988319000,3367,1403637146988319000,,31,31,31,31
1403637147038319000,3368,1403637147038319000,,31,31,31,31
1403637147088319000,3369,1403637147088319000,,31,31,31,31
1403637147138319000,3370,1403637147138319000,,31,31,31,31
1403637147188319000,3371,1403637147188319000,,31,31,31,31
1403637147238319000,3372,1403637147238319000,,31,31,31,31
1403637147288319000,3373,1403637147288319000,,31,31,31,31
1403637147338319000,3374,1403637147338319000,,31,31,31,31
1403637147388319000,3375,1403637147388319000,,31,31,31,31
1403637147438319000,3376,1403637147438319000,,31,31,31,31
1403637147488319000,3377,1403637147488319000,,31,31,31,31
1403637147538319000,3378,1403637147538319000,,31,31,31,31
1403637147588319000,3379,1403637147588319000,,31,31,31,31
1403637147638319000,3380,1403637147638319000,,31,31,31,31
1403637147688319000,3381,1403637147688319000,,31,31,31,31
1403637147738319000,3382,1403637147738319000,,31,31,31,31
1403637147788319000,3383,1403637147788319000,,31,31,31,31
1403637147838319000,3384,1403637147838319000,,31,31,31,28
1403637147888319000,3385,1403637147888319000,,31,31,31,31
1403637147938319000,3386,1403637147938319000,,31,31,31,31
1403637147988319000,3387,1403637147988319000,,31,31,31,29
1403637148038319000,3388,1403637148038319000,,31,31,31,31
1403637148088319000,3389,1403637148088319000,,31,31,31,27
1403637148138319000,3390,1403637148138319000,,30,30,30,29
1403637148188319000,3391,1403637148188319000,,30,30,30,30
1403637148238319000,3392,1403637148238319000,,30,30,30,29
1403637148288319000,3393,1403637148288319000,,30,30,30,30
1403637148338319000,3394,1403637148338319000,,30,30,30,30
1403637148388319000,3395,1403637148388319000,,30,30,30,30
1403637148438319000,3396,1403637148438319000,,30,30,30,30
1403637148488319000,3397,1403637148488319000,,30,30,30,29
1403637148538319000,3398,1403637148538319000,,30,30,29,29
1403637148588319000,3399,1403637148588319000,,30,30,30,30
1403637148638319000,3400,1403637148638319000,,30,30,30,30
1403637148688319000,3401,1403637148688319000,,30,30,30,30
1403637148738319000,3402,1403637148738319000,,30,30,30,30
1403637148788319000,3403,1403637148788319000,,30,30,30,29
1403637148838319000,3404,1403637148838319000,,31,31,31,31
1403637148888319000,3405,1403637148888319000,,31,31,31,31
1403637148938319000,3406,1403637148938319000,,31,31,31,27
1403637148988319000,3407,1403637148988319000,,31,31,31,30
1403637149038319000,3408,1403637149038319000,,31,31,31,30
1403637149088319000,3409,1403637149088319000,,31,31,31,31
1403637149138319000,3410,1403637149138319000,,31,31,31,31
1403637149188319000,3411,1403637149188319000,,31,31,30,29
1403637149238319000,3412,1403637149238319000,,30,30,30,30
1403637149288319000,3413,1403637149288319000,,30,30,30,30
1403637149338319000,3414,1403637149338319000,,30,30,30,30
1403637149388319000,3415,1403637149388319000,,30,30,30,29
1403637149438319000,3416,1403637149438319000,,30,30,30,29
1403637149488319000,3417,1403637149488319000,,30,30,30,30
1403637149538319000,3418,1403637149538319000,,30,30,30,30
1403637149588319000,3419,1403637149588319000,,30,30,30,30
1403637149638319000,3420,1403637149638319000,,31,31,31,30
1403637149688319000,3421,1403637149688319000,,31,31,29,29
1403637149738319000,3422,1403637149738319000,,30,30,29,29
1403637149788319000,3423,1403637149788319000,,31,31,29,26
1403637149838319000,3424,1403637149838319000,,30,30,29,29
1403637149888319000,3425,1403637149888319000,,29,28,27,27
1403637149938319000,3426,1403637149938319000,,28,28,27,25
1403637149988319000,3427,1403637149988319000,,25,24,24,23
1403637150038319000,3428,1403637150038319000,,27,26,23,14
1403637150088319000,3429,1403637150088319000,,21,21,18,12
1403637150138319000,3430,1403637150138319000,,25,25,20,12
1403637150188319000,3431,1403637150188319000,,20,20,18,14
1403637150238319000,3432,1403637150238319000,,19,19,18,17
1403637150288319000,3433,1403637150288319000,,18,18,17,16
1403637150338319000,3434,1403637150338319000,,23,23,20,18
1403637150388319000,3435,1403637150388319000,,22,22,22,19
1403637150438319000,3436,1403637150438319000,,28,28,25,24
1403637150488319000,3437,1403637150488319000,,31,31,29,28
1403637150538319000,3438,1403637150538319000,,32,32,30,27
1403637150588319000,3439,1403637150588319000,,40,40,38,32
1403637150638319000,3440,1403637150638319000,,43,42,39,34
1403637150688319000,3441,1403637150688319000,,42,42,41,39
1403637150738319000,3442,1403637150738319000,,46,46,42,27
1403637150788319000,3443,1403637150788319000,,43,43,40,39
1403637150838319000,3444,1403637150838319000,,44,44,38,31
1403637150888319000,3445,1403637150888319000,,43,43,41,37
1403637150938319000,3446,1403637150938319000,,48,48,45,40
1403637150988319000,3447,1403637150988319000,,49,49,48,45
1403637151038319000,3448,1403637151038319000,,52,52,50,45
1403637151088319000,3449,1403637151088319000,,53,53,48,48
1403637151138319000,3450,1403637151138319000,,54,54,49,44
1403637151188319000,3451,1403637151188319000,,55,55,53,50
1403637151238319000,3452,1403637151238319000,,57,57,57,39
1403637151288319000,3453,1403637151288319000,,56,56,55,45
1403637151338319000,3454,1403637151338319000,,57,57,53,38
1403637151388319000,3455,1403637151388319000,,54,54,54,42
1403637151438319000,3456,1403637151438319000,,56,56,51,42
1403637151488319000,3457,1403637151488319000,,52,52,49,42
1403637151538319000,3458,1403637151538319000,,52,50,49,46
1403637151588319000,3459,1403637151588319000,,53,53,49,43
1403637151638319000,3460,1403637151638319000,,56,56,52,46
1403637151688319000,3461,1403637151688319000,,54,54,53,50
1403637151738319000,3462,1403637151738319000,,57,57,53,47
1403637151788319000,3463,1403637151788319000,,56,56,53,47
1403637151838319000,3464,1403637151838319000,,59,59,57,46
1403637151888319000,3465,1403637151888319000,,58,58,53,49
1403637151938319000,3466,1403637151938319000,,62,62,59,52
1403637151988319000,3467,1403637151988319000,,57,57,54,50
1403637152038319000,3468,1403637152038319000,,59,59,55,54
1403637152088319000,3469,1403637152088319000,,58,58,56,49
1403637152138319000,3470,1403637152138319000,,56,56,54,49
1403637152188319000,3471,1403637152188319000,,55,55,54,52
1403637152238319000,3472,1403637152238319000,,60,60,57,52
1403637152288319000,3473,1403637152288319000,,61,61,58,53
1403637152338319000,3474,1403637152338319000,,59,59,58,52
1403637152388319000,3475,1403637152388319000,,58,58,55,55
1403637152438319000,3476,1403637152438319000,,57,57,56,52
1403637152488319000,3477,1403637152488319000,,56,56,56,54
1403637152538319000,3478,1403637152538319000,,59,59,58,54
1403637152588319000,3479,1403637152588319000,,59,59,57,55
1403637152638319000,3480,1403637152638319000,,60,60,58,52
1403637152688319000,3481,1403637152688319000,,59,59,58,52
1403637152738319000,3482,1403637152738319000,,59,59,59,55
1403637152788319000,3483,1403637152788319000,,61,61,60,54
1403637152838319000,3484,1403637152838319000,,62,62,58,54
1403637152888319000,3485,1403637152888319000,,60,60,58,56
1403637152938319000,3486,1403637152938319000,,61,61,61,52
1403637152988319000,3487,1403637152988319000,,63,63,62,56
1403637153038319000,3488,1403637153038319000,,65,65,62,55
1403637153088319000,3489,1403637153088319000,,64,64,60,48
1403637153138319000,3490,1403637153138319000,,57,57,57,54
1403637153188319000,3491,1403637153188319000,,58,58,57,56
1403637153238319000,3492,1403637153238319000,,61,61,60,58
1403637153288319000,3493,1403637153288319000,,62,62,59,59
1403637153338319000,3494,1403637153338319000,,60,60,57,57
1403637153388319000,3495,1403637153388319000,,61,61,59,56
1403637153438319000,3496,1403637153438319000,,60,60,57,57
1403637153488319000,3497,1403637153488319000,,58,58,58,58
1403637153538319000,3498,1403637153538319000,,60,60,59,59
1403637153588319000,3499,1403637153588319000,,59,59,56,56
1403637153638319000,3500,1403637153638319000,,57,57,57,56
1403637153688319000,3501,1403637153688319000,,59,59,58,55
1403637153738319000,3502,1403637153738319000,,59,59,59,59
1403637153788319000,3503,1403637153788319000,,60,60,60,57
1403637153838319000,3504,1403637153838319000,,62,62,62,61
1403637153888319000,3505,1403637153888319000,,63,63,61,60
1403637153938319000,3506,1403637153938319000,,61,61,61,60
1403637153988319000,3507,1403637153988319000,,61,61,61,60
1403637154038319000,3508,1403637154038319000,,62,62,62,62
1403637154088319000,3509,1403637154088319000,,64,64,63,63
1403637154138319000,3510,1403637154138319000,,63,63,63,60
1403637154188319000,3511,1403637154188319000,,63,63,63,61
1403637154238319000,3512,1403637154238319000,,64,64,62,58
1403637154288319000,3513,1403637154288319000,,65,65,64,64
1403637154338319000,3514,1403637154338319000,,64,64,63,58
1403637154388319000,3515,1403637154388319000,,62,62,62,60
1403637154438319000,3516,1403637154438319000,,63,63,63,55
1403637154488319000,3517,1403637154488319000,,63,63,63,60
1403637154538319000,3518,1403637154538319000,,62,62,62,59
1403637154588319000,3519,1403637154588319000,,62,62,62,61
1403637154638319000,3520,1403637154638319000,,63,62,62,61
1403637154688319000,3521,1403637154688319000,,64,64,64,62
1403637154738319000,3522,1403637154738319000,,66,66,66,63
1403637154788319000,3523,1403637154788319000,,68,68,67,64
1403637154838319000,3524,1403637154838319000,,68,68,68,62
1403637154888319000,3525,1403637154888319000,,68,66,66,58
1403637154938319000,3526,1403637154938319000,,68,67,66,61
1403637154988319000,3527,1403637154988319000,,65,65,65,60
1403637155038319000,3528,1403637155038319000,,67,66,65,56
1403637155088319000,3529,1403637155088319000,,65,64,63,59
1403637155138319000,3530,1403637155138319000,,68,67,67,56
1403637155188319000,3531,1403637155188319000,,67,66,65,55
1403637155238319000,3532,1403637155238319000,,67,67,67,59
1403637155288319000,3533,1403637155288319000,,67,67,65,55
1403637155338319000,3534,1403637155338319000,,66,66,65,62
1403637155388319000,3535,1403637155388319000,,66,66,65,52
1403637155438319000,3536,1403637155438319000,,66,64,60,53
1403637155488319000,3537,1403637155488319000,,64,64,63,58
1403637155538319000,3538,1403637155538319000,,63,62,62,58
1403637155588319000,3539,1403637155588319000,,62,62,62,58
1403637155638319000,3540,1403637155638319000,,63,63,63,54
1403637155688319000,3541,1403637155688319000,,64,64,64,58
1403637155738319000,3542,1403637155738319000,,66,66,65,58
1403637155788319000,3543,1403637155788319000,,66,65,65,58
1403637155838319000,3544,1403637155838319000,,66,66,66,60
1403637155888319000,3545,1403637155888319000,,67,67,67,56
1403637155938319000,3546,1403637155938319000,,66,66,64,51
1403637155988319000,3547,1403637155988319000,,63,61,61,52
1403637156038319000,3548,1403637156038319000,,65,62,62,54
1403637156088319000,3549,1403637156088319000,,64,61,60,51
1403637156138319000,3550,1403637156138319000,,64,62,62,59
1403637156188319000,3551,1403637156188319000,,66,65,65,64
1403637156238319000,3552,1403637156238319000,,66,66,65,61
1403637156288319000,3553,1403637156288319000,,69,68,68,63
1403637156338319000,3554,1403637156338319000,,68,68,68,67
1403637156388319000,3555,1403637156388319000,,68,68,68,62
1403637156438319000,3556,1403637156438319000,,67,64,64,62
1403637156488319000,3557,1403637156488319000,,69,69,69,50
