%time,field.header.seq,field.header.stamp,field.header.frame_id,field.before_tracking,field.after_tracking,field.after_matching,field.after_ransac
1403715891134058000,5422,1403715891134058000,,34,34,33,33
1403715891184058000,5423,1403715891184058000,,34,34,33,32
1403715891234058000,5424,1403715891234058000,,35,35,34,32
1403715891284058000,5425,1403715891284058000,,33,33,33,31
1403715891334058000,5426,1403715891334058000,,33,33,33,31
1403715891384058000,5427,1403715891384058000,,33,33,31,30
1403715891434058000,5428,1403715891434058000,,31,31,31,30
1403715891484058000,5429,1403715891484058000,,33,33,33,32
1403715891534058000,5430,1403715891534058000,,34,34,33,31
1403715891584058000,5431,1403715891584058000,,33,33,33,32
1403715891634058000,5432,1403715891634058000,,33,33,33,31
1403715891684058000,5433,1403715891684058000,,34,34,33,31
1403715891734058000,5434,1403715891734058000,,33,33,32,32
1403715891784058000,5435,1403715891784058000,,34,34,34,34
1403715891834058000,5436,1403715891834058000,,36,36,32,29
1403715891884058000,5437,1403715891884058000,,32,32,31,31
1403715891934058000,5438,1403715891934058000,,33,33,32,32
1403715891984058000,5439,1403715891984058000,,33,33,32,32
1403715892034058000,5440,1403715892034058000,,33,33,33,30
1403715892084058000,5441,1403715892084058000,,33,33,32,31
1403715892134058000,5442,1403715892134058000,,31,31,31,29
1403715892184058000,5443,1403715892184058000,,31,31,31,27
1403715892234058000,5444,1403715892234058000,,31,31,31,28
1403715892284058000,5445,1403715892284058000,,33,33,32,31
1403715892334058000,5446,1403715892334058000,,32,32,32,29
1403715892384058000,5447,1403715892384058000,,31,31,31,31
1403715892434058000,5448,1403715892434058000,,32,32,31,30
1403715892484058000,5449,1403715892484058000,,31,31,31,30
1403715892534058000,5450,1403715892534058000,,32,32,32,28
1403715892584058000,5451,1403715892584058000,,32,32,31,29
1403715892634058000,5452,1403715892634058000,,34,34,32,31
1403715892684058000,5453,1403715892684058000,,33,33,33,31
1403715892734058000,5454,1403715892734058000,,33,33,33,33
1403715892784058000,5455,1403715892784058000,,34,34,33,32
1403715892834058000,5456,1403715892834058000,,34,34,33,31
1403715892884058000,5457,1403715892884058000,,34,34,34,33
1403715892934058000,5458,1403715892934058000,,34,34,33,28
1403715892984058000,5459,1403715892984058000,,32,32,30,30
1403715893034058000,5460,1403715893034058000,,34,34,33,32
1403715893084058000,5461,1403715893084058000,,32,32,32,31
1403715893134058000,5462,1403715893134058000,,33,33,33,31
1403715893184058000,5463,1403715893184058000,,34,34,33,32
1403715893234058000,5464,1403715893234058000,,34,34,34,33
1403715893284058000,5465,1403715893284058000,,34,34,33,30
1403715893334058000,5466,1403715893334058000,,34,34,33,31
1403715893384058000,5467,1403715893384058000,,32,32,32,32
1403715893434058000,5468,1403715893434058000,,36,36,35,34
1403715893484058000,5469,1403715893484058000,,39,39,36,33
1403715893534058000,5470,1403715893534058000,,43,43,43,35
1403715893584058000,5471,1403715893584058000,,47,47,44,41
1403715893634058000,5472,1403715893634058000,,46,46,36,30
1403715893684058000,5473,1403715893684058000,,42,42,40,38
1403715893734058000,5474,1403715893734058000,,46,46,45,42
1403715893784058000,5475,1403715893784058000,,48,48,14,12
1403715893834058000,5476,1403715893834058000,,15,15,13,13
1403715893884058000,5477,1403715893884058000,,17,17,13,11
1403715893934058000,5478,1403715893934058000,,14,14,14,10
1403715893984058000,5479,1403715893984058000,,40,40,38,36
1403715894034058000,5480,1403715894034058000,,43,43,36,33
1403715894084058000,5481,1403715894084058000,,42,42,42,39
1403715894134058000,5482,1403715894134058000,,52,52,52,50
1403715894184058000,5483,1403715894184058000,,56,56,56,52
1403715894234058000,5484,1403715894234058000,,58,58,57,54
1403715894284058000,5485,1403715894284058000,,62,62,60,55
1403715894334058000,5486,1403715894334058000,,64,64,63,63
1403715894384058000,5487,1403715894384058000,,61,61,61,61
1403715894434058000,5488,1403715894434058000,,61,61,61,61
1403715894484058000,5489,1403715894484058000,,63,63,63,50
1403715894534058000,5490,1403715894534058000,,64,64,49,43
1403715894584058000,5491,1403715894584058000,,47,47,47,47
1403715894634058000,5492,1403715894634058000,,49,49,49,49
1403715894684058000,5493,1403715894684058000,,52,52,52,45
1403715894734058000,5494,1403715894734058000,,56,55,53,52
1403715894784058000,5495,1403715894784058000,,56,56,56,53
1403715894834058000,5496,1403715894834058000,,59,59,18,16
1403715894884058000,5497,1403715894884058000,,21,21,19,19
1403715894934058000,5498,1403715894934058000,,26,26,24,24
1403715894984058000,5499,1403715894984058000,,24,24,20,16
1403715895034058000,5500,1403715895034058000,,26,26,25,24
1403715895084058000,5501,1403715895084058000,,30,30,27,26
1403715895134058000,5502,1403715895134058000,,38,38,32,27
1403715895184058000,5503,1403715895184058000,,31,31,28,28
1403715895234058000,5504,1403715895234058000,,30,30,28,28
1403715895284058000,5505,1403715895284058000,,33,33,22,16
1403715895334058000,5506,1403715895334058000,,22,22,22,22
1403715895384058000,5507,1403715895384058000,,23,23,23,19
1403715895434058000,5508,1403715895434058000,,24,24,22,18
1403715895484058000,5509,1403715895484058000,,26,26,26,26
1403715895534058000,5510,1403715895534058000,,31,31,30,30
1403715895584058000,5511,1403715895584058000,,30,30,29,27
1403715895634058000,5512,1403715895634058000,,38,38,38,38
1403715895684058000,5513,1403715895684058000,,39,39,37,37
1403715895734058000,5514,1403715895734058000,,39,39,20,18
1403715895784058000,5515,1403715895784058000,,20,20,15,15
1403715895834058000,5516,1403715895834058000,,16,16,16,16
1403715895884058000,5517,1403715895884058000,,17,17,17,17
1403715895934058000,5518,1403715895934058000,,27,27,26,26
1403715895984058000,5519,1403715895984058000,,29,29,28,28
1403715896034058000,5520,1403715896034058000,,30,30,28,26
1403715896084058000,5521,1403715896084058000,,29,29,29,29
1403715896134058000,5522,1403715896134058000,,29,29,29,29
1403715896184058000,5523,1403715896184058000,,29,29,29,29
1403715896234058000,5524,1403715896234058000,,31,31,30,30
1403715896284058000,5525,1403715896284058000,,32,32,31,31
1403715896334058000,5526,1403715896334058000,,31,31,31,31
1403715896384058000,5527,1403715896384058000,,31,31,30,30
1403715896434058000,5528,1403715896434058000,,29,29,28,28
1403715896484058000,5529,1403715896484058000,,30,28,23,15
1403715896534058000,5530,1403715896534058000,,27,27,26,26
1403715896584058000,5531,1403715896584058000,,29,29,27,27
1403715896634058000,5532,1403715896634058000,,29,29,29,28
1403715896684058000,5533,1403715896684058000,,33,33,31,31
1403715896734058000,5534,1403715896734058000,,34,34,34,34
1403715896784058000,5535,1403715896784058000,,33,33,33,32
1403715896834058000,5536,1403715896834058000,,35,35,35,35
1403715896884058000,5537,1403715896884058000,,35,35,33,33
1403715896934058000,5538,1403715896934058000,,36,36,35,35
1403715896984058000,5539,1403715896984058000,,37,37,35,35
1403715897034058000,5540,1403715897034058000,,38,38,38,38
1403715897084058000,5541,1403715897084058000,,38,38,38,38
1403715897134058000,5542,1403715897134058000,,39,39,38,38
1403715897184058000,5543,1403715897184058000,,40,40,39,39
1403715897234058000,5544,1403715897234058000,,43,43,41,41
1403715897284058000,5545,1403715897284058000,,45,45,43,40
1403715897334058000,5546,1403715897334058000,,42,42,42,38
1403715897384058000,5547,1403715897384058000,,40,40,40,37
1403715897434058000,5548,1403715897434058000,,34,34,32,31
1403715897484058000,5549,1403715897484058000,,30,29,29,29
1403715897534058000,5550,1403715897534058000,,29,29,29,29
1403715897584058000,5551,1403715897584058000,,39,38,37,34
1403715897634058000,5552,1403715897634058000,,44,44,43,43
1403715897684058000,5553,1403715897684058000,,47,47,44,44
1403715897734058000,5554,1403715897734058000,,49,49,48,47
1403715897784058000,5555,1403715897784058000,,50,50,50,50
1403715897834058000,5556,1403715897834058000,,51,51,47,46
1403715897884058000,5557,1403715897884058000,,48,48,47,47
1403715897934058000,5558,1403715897934058000,,47,47,47,47
1403715897984058000,5559,1403715897984058000,,45,45,42,38
1403715898034058000,5560,1403715898034058000,,41,41,41,37
1403715898084058000,5561,1403715898084058000,,36,36,36,31
1403715898134058000,5562,1403715898134058000,,37,37,33,30
1403715898184058000,5563,1403715898184058000,,37,37,35,29
1403715898234058000,5564,1403715898234058000,,41,37,35,18
1403715898284058000,5565,1403715898284058000,,40,35,34,26
1403715898334058000,5566,1403715898334058000,,43,42,41,28
1403715898384058000,5567,1403715898384058000,,40,39,39,32
1403715898434058000,5568,1403715898434058000,,40,40,39,28
1403715898484058000,5569,1403715898484058000,,35,34,34,30
1403715898534058000,5570,1403715898534058000,,34,32,32,24
1403715898584058000,5571,1403715898584058000,,31,29,29,24
1403715898634058000,5572,1403715898634058000,,33,31,27,24
1403715898684058000,5573,1403715898684058000,,41,36,35,31
1403715898734058000,5574,1403715898734058000,,39,9,9,3
1403715898784058000,5575,1403715898784058000,,59,50,50,40
1403715898834058000,5576,1403715898834058000,,61,61,61,47
1403715898884058000,5577,1403715898884058000,,66,60,56,51
1403715898934058000,5578,1403715898934058000,,55,55,55,50
1403715898984058000,5579,1403715898984058000,,59,59,59,56
1403715899034058000,5580,1403715899034058000,,61,61,61,53
1403715899084058000,5581,1403715899084058000,,63,63,61,54
1403715899134058000,5582,1403715899134058000,,63,62,58,50
1403715899184058000,5583,1403715899184058000,,64,62,56,49
1403715899234058000,5584,1403715899234058000,,57,53,53,46
1403715899284058000,5585,1403715899284058000,,52,47,46,42
1403715899334058000,5586,1403715899334058000,,59,53,47,45
1403715899384058000,5587,1403715899384058000,,58,48,47,46
1403715899434058000,5588,1403715899434058000,,59,56,56,55
1403715899484058000,5589,1403715899484058000,,62,62,59,55
1403715899534058000,5590,1403715899534058000,,58,57,56,54
1403715899584058000,5591,1403715899584058000,,63,63,59,50
1403715899634058000,5592,1403715899634058000,,61,61,57,56
1403715899684058000,5593,1403715899684058000,,62,60,58,58
1403715899734058000,5594,1403715899734058000,,64,62,60,60
1403715899784058000,5595,1403715899784058000,,63,63,61,56
1403715899834058000,5596,1403715899834058000,,58,56,54,54
1403715899884058000,5597,1403715899884058000,,60,60,54,53
1403715899934058000,5598,1403715899934058000,,58,56,53,52
1403715899984058000,5599,1403715899984058000,,55,54,51,50
1403715900034058000,5600,1403715900034058000,,55,55,54,54
1403715900084058000,5601,1403715900084058000,,61,61,59,58
1403715900134058000,5602,1403715900134058000,,61,61,61,60
1403715900184058000,5603,1403715900184058000,,61,60,60,53
1403715900234058000,5604,1403715900234058000,,62,62,62,53
1403715900284058000,5605,1403715900284058000,,61,61,59,55
1403715900334058000,5606,1403715900334058000,,59,59,49,40
1403715900384058000,5607,1403715900384058000,,54,54,33,24
1403715900434058000,5608,1403715900434058000,,35,35,33,32
1403715900484058000,5609,1403715900484058000,,36,35,31,30
1403715900534058000,5610,1403715900534058000,,35,35,25,13
1403715900584058000,5611,1403715900584058000,,34,34,30,27
1403715900634058000,5612,1403715900634058000,,36,36,33,31
1403715900684058000,5613,1403715900684058000,,35,35,20,15
1403715900734058000,5614,1403715900734058000,,28,28,23,22
1403715900784058000,5615,1403715900784058000,,31,31,27,23
1403715900834058000,5616,1403715900834058000,,28,28,24,15
1403715900884058000,5617,1403715900884058000,,31,31,30,23
1403715900934058000,5618,1403715900934058000,,31,31,31,24
1403715900984058000,5619,1403715900984058000,,30,30,30,22
1403715901034058000,5620,1403715901034058000,,36,36,31,28
1403715901084058000,5621,1403715901084058000,,39,39,39,32
1403715901134058000,5622,1403715901134058000,,43,43,21,19
1403715901184058000,5623,1403715901184058000,,23,23,15,15
1403715901234058000,5624,1403715901234058000,,17,17,17,15
1403715901284058000,5625,1403715901284058000,,19,19,13,10
1403715901334058000,5626,1403715901334058000,,16,16,16,14
1403715901384058000,5627,1403715901384058000,,20,20,18,18
1403715901434058000,5628,1403715901434058000,,19,18,17,11
1403715901484058000,5629,1403715901484058000,,15,14,14,14
1403715901534058000,5630,1403715901534058000,,21,21,21,21
1403715901584058000,5631,1403715901584058000,,25,25,25,20
1403715901634058000,5632,1403715901634058000,,34,34,34,33
1403715901684058000,5633,1403715901684058000,,37,37,36,36
1403715901734058000,5634,1403715901734058000,,38,37,35,28
1403715901784058000,5635,1403715901784058000,,36,36,36,36
1403715901834058000,5636,1403715901834058000,,33,33,33,32
1403715901884058000,5637,1403715901884058000,,34,34,34,29
1403715901934058000,5638,1403715901934058000,,36,36,35,35
1403715901984058000,5639,1403715901984058000,,36,36,36,36
1403715902034058000,5640,1403715902034058000,,34,33,31,29
1403715902084058000,5641,1403715902084058000,,35,35,35,33
1403715902134058000,5642,1403715902134058000,,38,38,37,33
1403715902184058000,5643,1403715902184058000,,38,38,38,31
1403715902234058000,5644,1403715902234058000,,35,35,34,33
1403715902284058000,5645,1403715902284058000,,35,35,35,34
1403715902334058000,5646,1403715902334058000,,34,32,30,26
1403715902384058000,5647,1403715902384058000,,32,32,30,29
1403715902434058000,5648,1403715902434058000,,35,35,35,32
1403715902484058000,5649,1403715902484058000,,34,29,25,16
1403715902534058000,5650,1403715902534058000,,28,28,28,28
1403715902584058000,5651,1403715902584058000,,29,29,29,28
1403715902634058000,5652,1403715902634058000,,27,27,26,25
1403715902684058000,5653,1403715902684058000,,34,34,34,32
1403715902734058000,5654,1403715902734058000,,35,35,35,34
1403715902784058000,5655,1403715902784058000,,37,37,37,33
1403715902834058000,5656,1403715902834058000,,38,37,32,31
1403715902884058000,5657,1403715902884058000,,28,28,28,26
1403715902934058000,5658,1403715902934058000,,36,14,1,0
1403715902984058000,5659,1403715902984058000,,3,3,3,3
1403715903034058000,5660,1403715903034058000,,4,4,3,3
1403715903084058000,5661,1403715903084058000,,5,5,5,3
1403715903134058000,5662,1403715903134058000,,49,49,47,36
1403715903184058000,5663,1403715903184058000,,53,53,50,38
1403715903234058000,5664,1403715903234058000,,53,52,52,35
1403715903284058000,5665,1403715903284058000,,62,62,61,44
1403715903334058000,5666,1403715903334058000,,63,56,55,43
1403715903384058000,5667,1403715903384058000,,63,60,59,48
1403715903434058000,5668,1403715903434058000,,63,63,60,53
1403715903484058000,5669,1403715903484058000,,62,59,56,43
1403715903534058000,5670,1403715903534058000,,61,61,58,46
1403715903584058000,5671,1403715903584058000,,64,63,59,52
1403715903634058000,5672,1403715903634058000,,64,61,59,47
1403715903684058000,5673,1403715903684058000,,64,63,60,43
1403715903734058000,5674,1403715903734058000,,63,62,59,35
1403715903784058000,5675,1403715903784058000,,59,59,52,33
1403715903834058000,5676,1403715903834058000,,56,56,22,18
1403715903884058000,5677,1403715903884058000,,27,24,20,4
1403715903934058000,5678,1403715903934058000,,26,22,16,7
1403715903984058000,5679,1403715903984058000,,23,16,15,5
1403715904034058000,5680,1403715904034058000,,28,22,20,6
1403715904084058000,5681,1403715904084058000,,25,25,24,14
1403715904134058000,5682,1403715904134058000,,21,21,21,13
1403715904184058000,5683,1403715904184058000,,33,30,27,14
1403715904234058000,5684,1403715904234058000,,25,25,21,13
1403715904284058000,5685,1403715904284058000,,27,24,24,10
1403715904334058000,5686,1403715904334058000,,42,39,37,22
1403715904384058000,5687,1403715904384058000,,43,43,43,23
1403715904434058000,5688,1403715904434058000,,37,37,37,27
1403715904484058000,5689,1403715904484058000,,44,41,41,32
1403715904534058000,5690,1403715904534058000,,42,42,39,30
1403715904584058000,5691,1403715904584058000,,46,41,37,19
1403715904634058000,5692,1403715904634058000,,35,35,33,22
1403715904684058000,5693,1403715904684058000,,41,41,36,30
1403715904734058000,5694,1403715904734058000,,43,34,33,12
1403715904784058000,5695,1403715904784058000,,36,36,36,23
1403715904834058000,5696,1403715904834058000,,39,39,39,29
1403715904884058000,5697,1403715904884058000,,38,36,33,24
1403715904934058000,5698,1403715904934058000,,42,42,42,38
1403715904984058000,5699,1403715904984058000,,47,47,42,26
1403715905034058000,5700,1403715905034058000,,42,42,39,23
1403715905084058000,5701,1403715905084058000,,46,46,45,33
1403715905134058000,5702,1403715905134058000,,51,51,51,28
1403715905184058000,5703,1403715905184058000,,55,40,38,4
1403715905234058000,5704,1403715905234058000,,46,46,46,15
1403715905284058000,5705,1403715905284058000,,48,48,48,30
1403715905334058000,5706,1403715905334058000,,50,50,50,20
1403715905384058000,5707,1403715905384058000,,54,54,54,28
1403715905434058000,5708,1403715905434058000,,59,57,57,28
1403715905484058000,5709,1403715905484058000,,53,52,51,17
1403715905534058000,5710,1403715905534058000,,45,45,45,23
1403715905584058000,5711,1403715905584058000,,45,43,43,24
1403715905634058000,5712,1403715905634058000,,45,41,41,14
1403715905684058000,5713,1403715905684058000,,39,37,37,25
1403715905734058000,5714,1403715905734058000,,42,37,37,12
1403715905784058000,5715,1403715905784058000,,41,39,38,16
1403715905834058000,5716,1403715905834058000,,39,35,35,15
1403715905884058000,5717,1403715905884058000,,35,27,27,14
1403715905934058000,5718,1403715905934058000,,35,26,25,18
1403715905984058000,5719,1403715905984058000,,33,31,29,23
1403715906034058000,5720,1403715906034058000,,33,33,33,18
1403715906084058000,5721,1403715906084058000,,42,32,29,1
1403715906134058000,5722,1403715906134058000,,47,46,46,24
1403715906184058000,5723,1403715906184058000,,48,48,48,21
1403715906234058000,5724,1403715906234058000,,51,46,38,18
1403715906284058000,5725,1403715906284058000,,48,47,46,27
1403715906334058000,5726,1403715906334058000,,48,48,48,30
1403715906384058000,5727,1403715906384058000,,49,49,47,34
1403715906434058000,5728,1403715906434058000,,46,44,43,17
1403715906484058000,5729,1403715906484058000,,43,39,39,30
1403715906534058000,5730,1403715906534058000,,43,42,39,33
1403715906584058000,5731,1403715906584058000,,43,42,40,30
1403715906634058000,5732,1403715906634058000,,49,44,43,35
1403715906684058000,5733,1403715906684058000,,50,48,43,31
1403715906734058000,5734,1403715906734058000,,43,43,43,32
1403715906784058000,5735,1403715906784058000,,46,41,40,29
1403715906834058000,5736,1403715906834058000,,46,44,31,14
1403715906884058000,5737,1403715906884058000,,41,38,37,28
1403715906934058000,5738,1403715906934058000,,43,43,42,35
1403715906984058000,5739,1403715906984058000,,47,47,43,32
1403715907034058000,5740,1403715907034058000,,39,38,36,34
1403715907084058000,5741,1403715907084058000,,42,39,38,32
1403715907134058000,5742,1403715907134058000,,42,37,36,33
1403715907184058000,5743,1403715907184058000,,44,41,41,36
1403715907234058000,5744,1403715907234058000,,50,48,47,42
1403715907284058000,5745,1403715907284058000,,52,52,51,49
1403715907334058000,5746,1403715907334058000,,49,48,46,31
1403715907384058000,5747,1403715907384058000,,52,52,51,28
1403715907434058000,5748,1403715907434058000,,48,47,47,32
1403715907484058000,5749,1403715907484058000,,49,49,49,38
1403715907534058000,5750,1403715907534058000,,51,51,50,38
1403715907584058000,5751,1403715907584058000,,48,47,42,22
1403715907634058000,5752,1403715907634058000,,49,47,44,30
1403715907684058000,5753,1403715907684058000,,49,49,47,38
1403715907734058000,5754,1403715907734058000,,51,49,48,35
1403715907784058000,5755,1403715907784058000,,52,49,47,32
1403715907834058000,5756,1403715907834058000,,51,51,50,44
1403715907884058000,5757,1403715907884058000,,57,53,53,36
1403715907934058000,5758,1403715907934058000,,59,56,54,37
1403715907984058000,5759,1403715907984058000,,52,52,51,40
1403715908034058000,5760,1403715908034058000,,59,59,59,29
1403715908084058000,5761,1403715908084058000,,60,58,58,43
1403715908134058000,5762,1403715908134058000,,59,58,57,42
1403715908184058000,5763,1403715908184058000,,56,55,54,36
1403715908234058000,5764,1403715908234058000,,52,52,52,33
1403715908284058000,5765,1403715908284058000,,56,56,55,41
1403715908334058000,5766,1403715908334058000,,55,48,42,30
1403715908384058000,5767,1403715908384058000,,55,53,53,31
1403715908434058000,5768,1403715908434058000,,57,57,55,37
1403715908484058000,5769,1403715908484058000,,53,52,45,27
1403715908534058000,5770,1403715908534058000,,56,55,55,40
1403715908584058000,5771,1403715908584058000,,54,52,52,28
1403715908634058000,5772,1403715908634058000,,57,48,47,18
1403715908684058000,5773,1403715908684058000,,57,56,53,35
1403715908734058000,5774,1403715908734058000,,61,60,60,44
1403715908784058000,5775,1403715908784058000,,63,59,56,20
1403715908834058000,5776,1403715908834058000,,59,57,56,39
1403715908884058000,5777,1403715908884058000,,61,61,59,47
1403715908934058000,5778,1403715908934058000,,64,64,62,27
1403715908984058000,5779,1403715908984058000,,58,57,57,37
1403715909034058000,5780,1403715909034058000,,59,58,57,34
1403715909084058000,5781,1403715909084058000,,58,56,54,36
1403715909134058000,5782,1403715909134058000,,57,55,55,45
1403715909184058000,5783,1403715909184058000,,62,61,60,45
1403715909234058000,5784,1403715909234058000,,63,60,58,46
1403715909284058000,5785,1403715909284058000,,59,58,58,33
1403715909334058000,5786,1403715909334058000,,61,61,61,35
1403715909384058000,5787,1403715909384058000,,60,58,57,39
1403715909434058000,5788,1403715909434058000,,62,61,61,45
1403715909484058000,5789,1403715909484058000,,56,50,49,41
1403715909534058000,5790,1403715909534058000,,53,50,50,39
1403715909584058000,5791,1403715909584058000,,56,55,54,45
1403715909634058000,5792,1403715909634058000,,60,60,60,46
1403715909684058000,5793,1403715909684058000,,60,60,57,30
1403715909734058000,5794,1403715909734058000,,54,54,53,31
1403715909784058000,5795,1403715909784058000,,56,56,52,28
1403715909834058000,5796,1403715909834058000,,46,43,43,27
1403715909884058000,5797,1403715909884058000,,56,56,52,31
1403715909934058000,5798,1403715909934058000,,58,55,52,23
1403715909984058000,5799,1403715909984058000,,59,58,58,31
1403715910034058000,5800,1403715910034058000,,64,62,59,21
1403715910084058000,5801,1403715910084058000,,60,58,54,31
1403715910134058000,5802,1403715910134058000,,59,56,52,19
1403715910184058000,5803,1403715910184058000,,53,53,50,12
1403715910234058000,5804,1403715910234058000,,55,53,52,29
1403715910284058000,5805,1403715910284058000,,58,57,54,21
1403715910334058000,5806,1403715910334058000,,59,53,49,30
1403715910384058000,5807,1403715910384058000,,55,49,46,29
1403715910434058000,5808,1403715910434058000,,53,45,45,35
1403715910484058000,5809,1403715910484058000,,58,55,55,32
1403715910534058000,5810,1403715910534058000,,60,60,56,42
1403715910584058000,5811,1403715910584058000,,58,44,35,8
1403715910634058000,5812,1403715910634058000,,33,33,32,18
1403715910684058000,5813,1403715910684058000,,37,36,36,27
1403715910734058000,5814,1403715910734058000,,37,33,31,12
1403715910784058000,5815,1403715910784058000,,30,30,29,23
1403715910834058000,5816,1403715910834058000,,38,38,37,32
1403715910884058000,5817,1403715910884058000,,45,35,35,15
1403715910934058000,5818,1403715910934058000,,37,37,37,23
1403715910984058000,5819,1403715910984058000,,40,39,39,29
1403715911034058000,5820,1403715911034058000,,37,31,31,14
1403715911084058000,5821,1403715911084058000,,30,30,30,26
1403715911134058000,5822,1403715911134058000,,40,40,37,21
1403715911184058000,5823,1403715911184058000,,36,35,33,16
1403715911234058000,5824,1403715911234058000,,35,35,34,19
1403715911284058000,5825,1403715911284058000,,34,34,34,28
1403715911334058000,5826,1403715911334058000,,36,36,36,24
1403715911384058000,5827,1403715911384058000,,39,39,39,21
1403715911434058000,5828,1403715911434058000,,37,35,35,19
1403715911484058000,5829,1403715911484058000,,38,25,21,11
1403715911534058000,5830,1403715911534058000,,39,37,37,19
1403715911584058000,5831,1403715911584058000,,36,36,36,20
1403715911634058000,5832,1403715911634058000,,39,37,35,26
1403715911684058000,5833,1403715911684058000,,35,32,32,25
1403715911734058000,5834,1403715911734058000,,33,33,32,25
1403715911784058000,5835,1403715911784058000,,35,32,32,26
1403715911834058000,5836,1403715911834058000,,35,31,30,29
1403715911884058000,5837,1403715911884058000,,37,31,30,26
1403715911934058000,5838,1403715911934058000,,36,34,33,28
1403715911984058000,5839,1403715911984058000,,38,35,35,29
1403715912034058000,5840,1403715912034058000,,41,39,38,34
1403715912084058000,5841,1403715912084058000,,45,37,34,25
1403715912134058000,5842,1403715912134058000,,43,41,40,33
1403715912184058000,5843,1403715912184058000,,41,37,35,30
1403715912234058000,5844,1403715912234058000,,38,34,34,28
1403715912284058000,5845,1403715912284058000,,38,36,36,26
1403715912334058000,5846,1403715912334058000,,39,38,36,32
1403715912384058000,5847,1403715912384058000,,37,37,36,30
1403715912434058000,5848,1403715912434058000,,44,44,43,32
1403715912484058000,5849,1403715912484058000,,49,47,46,34
1403715912534058000,5850,1403715912534058000,,52,51,48,33
1403715912584058000,5851,1403715912584058000,,49,43,42,32
1403715912634058000,5852,1403715912634058000,,47,42,42,34
