%time,field.header.seq,field.header.stamp,field.header.frame_id,field.before_tracking,field.after_tracking,field.after_matching,field.after_ransac
1403636586163555500,1478,1403636586163555500,,46,42,37,34
1403636586213555500,1479,1403636586213555500,,41,38,36,32
1403636586263555500,1480,1403636586263555500,,40,39,38,29
1403636586313555500,1481,1403636586313555500,,43,41,41,38
1403636586363555500,1482,1403636586363555500,,45,45,44,40
1403636586413555500,1483,1403636586413555500,,43,43,42,41
1403636586463555500,1484,1403636586463555500,,39,39,38,32
1403636586513555500,1485,1403636586513555500,,37,36,35,27
1403636586563555500,1486,1403636586563555500,,30,30,30,27
1403636586613555500,1487,1403636586613555500,,34,34,32,31
1403636586663555500,1488,1403636586663555500,,34,34,33,33
1403636586713555500,1489,1403636586713555500,,34,34,32,31
1403636586763555500,1490,1403636586763555500,,34,34,31,31
1403636586813555500,1491,1403636586813555500,,33,33,33,26
1403636586863555500,1492,1403636586863555500,,35,35,33,32
1403636586913555500,1493,1403636586913555500,,38,38,36,35
1403636586963555500,1494,1403636586963555500,,35,35,32,32
1403636587013555500,1495,1403636587013555500,,38,38,36,35
1403636587063555500,1496,1403636587063555500,,39,39,39,39
1403636587113555500,1497,1403636587113555500,,40,40,39,33
1403636587163555500,1498,1403636587163555500,,40,40,40,40
1403636587213555500,1499,1403636587213555500,,41,41,40,40
1403636587263555500,1500,1403636587263555500,,41,41,39,39
1403636587313555500,1501,1403636587313555500,,44,44,41,41
1403636587363555500,1502,1403636587363555500,,41,41,40,39
1403636587413555500,1503,1403636587413555500,,40,40,39,39
1403636587463555500,1504,1403636587463555500,,40,40,39,36
1403636587513555500,1505,1403636587513555500,,41,41,35,35
1403636587563555500,1506,1403636587563555500,,37,37,33,33
1403636587613555500,1507,1403636587613555500,,35,35,32,29
1403636587663555500,1508,1403636587663555500,,38,38,33,30
1403636587713555500,1509,1403636587713555500,,35,35,32,29
1403636587763555500,1510,1403636587763555500,,35,35,30,26
1403636587813555500,1511,1403636587813555500,,36,36,33,31
1403636587863555500,1512,1403636587863555500,,34,34,32,31
1403636587913555500,1513,1403636587913555500,,33,33,33,32
1403636587963555500,1514,1403636587963555500,,37,37,36,34
1403636588013555500,1515,1403636588013555500,,38,38,37,27
1403636588063555500,1516,1403636588063555500,,33,32,29,25
1403636588113555500,1517,1403636588113555500,,30,29,28,20
1403636588163555500,1518,1403636588163555500,,28,28,26,26
1403636588213555500,1519,1403636588213555500,,30,30,29,29
1403636588263555500,1520,1403636588263555500,,33,33,32,31
1403636588313555500,1521,1403636588313555500,,33,33,31,31
1403636588363555500,1522,1403636588363555500,,32,32,31,31
1403636588413555500,1523,1403636588413555500,,33,33,32,32
1403636588463555500,1524,1403636588463555500,,32,32,31,31
1403636588513555500,1525,1403636588513555500,,33,33,33,33
1403636588563555500,1526,1403636588563555500,,35,35,35,34
1403636588613555500,1527,1403636588613555500,,36,36,35,34
1403636588663555500,1528,1403636588663555500,,34,34,33,33
1403636588713555500,1529,1403636588713555500,,34,34,32,32
1403636588763555500,1530,1403636588763555500,,31,31,30,30
1403636588813555500,1531,1403636588813555500,,32,32,30,30
1403636588863555500,1532,1403636588863555500,,38,38,36,35
1403636588913555500,1533,1403636588913555500,,37,37,35,34
1403636588963555500,1534,1403636588963555500,,41,40,38,38
1403636589013555500,1535,1403636589013555500,,39,38,37,37
1403636589063555500,1536,1403636589063555500,,37,34,34,34
1403636589113555500,1537,1403636589113555500,,39,39,34,33
1403636589163555500,1538,1403636589163555500,,36,35,33,31
1403636589213555500,1539,1403636589213555500,,35,34,32,31
1403636589263555500,1540,1403636589263555500,,34,32,32,32
1403636589313555500,1541,1403636589313555500,,37,37,34,34
1403636589363555500,1542,1403636589363555500,,37,37,36,35
1403636589413555500,1543,1403636589413555500,,42,42,41,41
1403636589463555500,1544,1403636589463555500,,45,45,42,39
1403636589513555500,1545,1403636589513555500,,47,46,45,43
1403636589563555500,1546,1403636589563555500,,45,45,45,45
1403636589613555500,1547,1403636589613555500,,44,44,44,44
1403636589663555500,1548,1403636589663555500,,42,42,38,38
1403636589713555500,1549,1403636589713555500,,45,43,40,40
1403636589763555500,1550,1403636589763555500,,45,45,44,44
1403636589813555500,1551,1403636589813555500,,47,47,46,46
1403636589863555500,1552,1403636589863555500,,47,46,45,43
1403636589913555500,1553,1403636589913555500,,48,48,45,45
1403636589963555500,1554,1403636589963555500,,48,47,46,45
1403636590013555500,1555,1403636590013555500,,46,46,42,42
1403636590063555500,1556,1403636590063555500,,44,44,37,37
1403636590113555500,1557,1403636590113555500,,44,44,40,38
1403636590163555500,1558,1403636590163555500,,46,46,41,41
1403636590213555500,1559,1403636590213555500,,44,44,40,40
1403636590263555500,1560,1403636590263555500,,44,44,44,44
1403636590313555500,1561,1403636590313555500,,45,45,45,45
1403636590363555500,1562,1403636590363555500,,47,47,47,47
1403636590413555500,1563,1403636590413555500,,48,48,45,45
1403636590463555500,1564,1403636590463555500,,49,49,46,45
1403636590513555500,1565,1403636590513555500,,46,45,44,43
1403636590563555500,1566,1403636590563555500,,45,45,45,45
1403636590613555500,1567,1403636590613555500,,48,48,45,44
1403636590663555500,1568,1403636590663555500,,45,45,44,43
1403636590713555500,1569,1403636590713555500,,46,46,42,42
1403636590763555500,1570,1403636590763555500,,45,45,44,43
1403636590813555500,1571,1403636590813555500,,45,45,41,39
1403636590863555500,1572,1403636590863555500,,43,43,37,34
1403636590913555500,1573,1403636590913555500,,44,44,37,37
1403636590963555500,1574,1403636590963555500,,41,41,38,38
1403636591013555500,1575,1403636591013555500,,40,40,37,37
1403636591063555500,1576,1403636591063555500,,47,47,42,42
1403636591113555500,1577,1403636591113555500,,46,46,44,43
1403636591163555500,1578,1403636591163555500,,43,43,36,32
1403636591213555500,1579,1403636591213555500,,36,36,32,32
1403636591263555500,1580,1403636591263555500,,33,33,28,28
1403636591313555500,1581,1403636591313555500,,30,30,30,30
1403636591363555500,1582,1403636591363555500,,33,33,30,29
1403636591413555500,1583,1403636591413555500,,32,32,29,29
1403636591463555500,1584,1403636591463555500,,31,31,29,28
1403636591513555500,1585,1403636591513555500,,33,33,26,26
1403636591563555500,1586,1403636591563555500,,30,30,26,23
1403636591613555500,1587,1403636591613555500,,30,30,25,21
1403636591663555500,1588,1403636591663555500,,30,30,26,18
1403636591713555500,1589,1403636591713555500,,31,31,28,22
1403636591763555500,1590,1403636591763555500,,32,32,32,26
1403636591813555500,1591,1403636591813555500,,36,36,34,31
1403636591863555500,1592,1403636591863555500,,36,36,34,33
1403636591913555500,1593,1403636591913555500,,37,37,35,32
1403636591963555500,1594,1403636591963555500,,38,38,37,34
1403636592013555500,1595,1403636592013555500,,35,35,35,33
1403636592063555500,1596,1403636592063555500,,37,37,35,32
1403636592113555500,1597,1403636592113555500,,35,35,34,29
1403636592163555500,1598,1403636592163555500,,36,35,34,30
1403636592213555500,1599,1403636592213555500,,34,34,34,31
1403636592263555500,1600,1403636592263555500,,33,33,32,24
1403636592313555500,1601,1403636592313555500,,32,32,31,12
1403636592363555500,1602,1403636592363555500,,32,32,31,19
1403636592413555500,1603,1403636592413555500,,32,32,30,24
1403636592463555500,1604,1403636592463555500,,33,31,31,21
1403636592513555500,1605,1403636592513555500,,30,29,27,22
1403636592563555500,1606,1403636592563555500,,33,32,29,28
1403636592613555500,1607,1403636592613555500,,29,29,25,24
1403636592663555500,1608,1403636592663555500,,31,31,27,24
1403636592713555500,1609,1403636592713555500,,31,30,26,20
1403636592763555500,1610,1403636592763555500,,33,32,29,22
1403636592813555500,1611,1403636592813555500,,35,34,32,28
1403636592863555500,1612,1403636592863555500,,35,34,34,34
1403636592913555500,1613,1403636592913555500,,42,41,38,26
1403636592963555500,1614,1403636592963555500,,41,39,37,33
1403636593013555500,1615,1403636593013555500,,42,41,36,32
1403636593063555500,1616,1403636593063555500,,43,42,41,34
1403636593113555500,1617,1403636593113555500,,42,40,37,24
1403636593163555500,1618,1403636593163555500,,35,35,33,28
1403636593213555500,1619,1403636593213555500,,39,39,39,33
1403636593263555500,1620,1403636593263555500,,44,44,40,22
1403636593313555500,1621,1403636593313555500,,41,40,37,32
1403636593363555500,1622,1403636593363555500,,43,42,32,25
1403636593413555500,1623,1403636593413555500,,41,41,36,34
1403636593463555500,1624,1403636593463555500,,42,42,39,33
1403636593513555500,1625,1403636593513555500,,45,44,40,23
1403636593563555500,1626,1403636593563555500,,38,38,32,26
1403636593613555500,1627,1403636593613555500,,37,37,35,10
1403636593663555500,1628,1403636593663555500,,37,37,35,21
1403636593713555500,1629,1403636593713555500,,38,38,31,11
1403636593763555500,1630,1403636593763555500,,30,29,27,17
1403636593813555500,1631,1403636593813555500,,33,31,27,19
1403636593863555500,1632,1403636593863555500,,33,30,27,20
1403636593913555500,1633,1403636593913555500,,30,28,23,19
1403636593963555500,1634,1403636593963555500,,27,27,22,21
1403636594013555500,1635,1403636594013555500,,27,27,20,17
1403636594063555500,1636,1403636594063555500,,27,26,14,9
1403636594113555500,1637,1403636594113555500,,19,19,13,9
1403636594163555500,1638,1403636594163555500,,21,21,12,9
1403636594213555500,1639,1403636594213555500,,17,17,15,12
1403636594263555500,1640,1403636594263555500,,26,26,25,22
1403636594313555500,1641,1403636594313555500,,32,32,27,25
1403636594363555500,1642,1403636594363555500,,31,31,28,25
1403636594413555500,1643,1403636594413555500,,33,33,26,21
1403636594463555500,1644,1403636594463555500,,32,32,30,19
1403636594513555500,1645,1403636594513555500,,33,33,27,14
1403636594563555500,1646,1403636594563555500,,26,26,26,21
1403636594613555500,1647,1403636594613555500,,30,30,25,20
1403636594663555500,1648,1403636594663555500,,26,26,25,20
1403636594713555500,1649,1403636594713555500,,27,27,27,23
1403636594763555500,1650,1403636594763555500,,29,29,26,26
1403636594813555500,1651,1403636594813555500,,32,32,29,22
1403636594863555500,1652,1403636594863555500,,30,29,25,20
1403636594913555500,1653,1403636594913555500,,30,28,25,17
1403636594963555500,1654,1403636594963555500,,30,27,24,16
1403636595013555500,1655,1403636595013555500,,27,24,20,20
1403636595063555500,1656,1403636595063555500,,26,24,23,15
1403636595113555500,1657,1403636595113555500,,30,26,25,19
1403636595163555500,1658,1403636595163555500,,30,27,25,23
1403636595213555500,1659,1403636595213555500,,34,32,30,26
1403636595263555500,1660,1403636595263555500,,38,38,34,25
1403636595313555500,1661,1403636595313555500,,34,34,29,25
1403636595363555500,1662,1403636595363555500,,28,28,26,24
1403636595413555500,1663,1403636595413555500,,37,37,29,29
1403636595463555500,1664,1403636595463555500,,41,40,37,31
1403636595513555500,1665,1403636595513555500,,45,44,40,37
1403636595563555500,1666,1403636595563555500,,39,39,38,28
1403636595613555500,1667,1403636595613555500,,43,43,40,40
1403636595663555500,1668,1403636595663555500,,45,45,39,37
1403636595713555500,1669,1403636595713555500,,37,37,30,30
1403636595763555500,1670,1403636595763555500,,38,38,30,27
1403636595813555500,1671,1403636595813555500,,37,37,27,17
1403636595863555500,1672,1403636595863555500,,30,29,22,13
1403636595913555500,1673,1403636595913555500,,23,22,21,18
1403636595963555500,1674,1403636595963555500,,30,30,25,21
1403636596013555500,1675,1403636596013555500,,30,30,27,22
1403636596063555500,1676,1403636596063555500,,30,29,20,13
1403636596113555500,1677,1403636596113555500,,21,20,15,12
1403636596163555500,1678,1403636596163555500,,24,24,19,15
1403636596213555500,1679,1403636596213555500,,23,23,21,17
1403636596263555500,1680,1403636596263555500,,28,28,24,12
1403636596313555500,1681,1403636596313555500,,24,24,22,9
1403636596363555500,1682,1403636596363555500,,25,25,23,19
1403636596413555500,1683,1403636596413555500,,25,25,24,15
1403636596463555500,1684,1403636596463555500,,22,22,21,12
1403636596513555500,1685,1403636596513555500,,26,26,24,16
1403636596563555500,1686,1403636596563555500,,23,23,20,18
1403636596613555500,1687,1403636596613555500,,30,30,28,26
1403636596663555500,1688,1403636596663555500,,32,32,28,28
1403636596713555500,1689,1403636596713555500,,30,30,28,27
1403636596763555500,1690,1403636596763555500,,29,29,29,29
1403636596813555500,1691,1403636596813555500,,30,30,30,29
1403636596863555500,1692,1403636596863555500,,30,30,27,27
1403636596913555500,1693,1403636596913555500,,28,28,27,26
1403636596963555500,1694,1403636596963555500,,31,30,25,22
1403636597013555500,1695,1403636597013555500,,23,23,20,17
1403636597063555500,1696,1403636597063555500,,31,30,29,17
1403636597113555500,1697,1403636597113555500,,29,28,22,14
1403636597163555500,1698,1403636597163555500,,24,24,21,15
1403636597213555500,1699,1403636597213555500,,26,26,23,17
1403636597263555500,1700,1403636597263555500,,24,24,24,13
1403636597313555500,1701,1403636597313555500,,27,27,26,17
1403636597363555500,1702,1403636597363555500,,28,28,24,8
1403636597413555500,1703,1403636597413555500,,29,29,24,16
1403636597463555500,1704,1403636597463555500,,31,30,22,18
1403636597513555500,1705,1403636597513555500,,24,24,22,17
1403636597563555500,1706,1403636597563555500,,28,28,23,20
1403636597613555500,1707,1403636597613555500,,41,41,38,32
1403636597663555500,1708,1403636597663555500,,47,46,40,40
1403636597713555500,1709,1403636597713555500,,41,41,40,40
1403636597763555500,1710,1403636597763555500,,43,43,39,38
1403636597813555500,1711,1403636597813555500,,39,38,38,36
1403636597863555500,1712,1403636597863555500,,45,44,42,30
1403636597913555500,1713,1403636597913555500,,41,41,37,24
1403636597963555500,1714,1403636597963555500,,37,37,33,16
1403636598013555500,1715,1403636598013555500,,39,39,31,19
1403636598063555500,1716,1403636598063555500,,32,32,29,23
1403636598113555500,1717,1403636598113555500,,32,32,28,19
1403636598163555500,1718,1403636598163555500,,32,32,31,18
1403636598213555500,1719,1403636598213555500,,34,34,32,26
1403636598263555500,1720,1403636598263555500,,39,38,33,18
1403636598313555500,1721,1403636598313555500,,31,30,27,25
1403636598363555500,1722,1403636598363555500,,32,31,28,23
1403636598413555500,1723,1403636598413555500,,33,32,29,10
1403636598463555500,1724,1403636598463555500,,29,29,28,21
1403636598513555500,1725,1403636598513555500,,33,33,20,20
1403636598563555500,1726,1403636598563555500,,24,24,22,18
1403636598613555500,1727,1403636598613555500,,24,24,20,16
1403636598663555500,1728,1403636598663555500,,21,21,19,14
1403636598713555500,1729,1403636598713555500,,22,22,19,11
1403636598763555500,1730,1403636598763555500,,20,20,17,11
1403636598813555500,1731,1403636598813555500,,22,21,19,8
1403636598863555500,1732,1403636598863555500,,26,25,17,8
1403636598913555500,1733,1403636598913555500,,24,24,18,8
1403636598963555500,1734,1403636598963555500,,25,25,19,5
1403636599013555500,1735,1403636599013555500,,22,22,20,9
1403636599063555500,1736,1403636599063555500,,26,26,17,6
1403636599113555500,1737,1403636599113555500,,19,19,16,9
1403636599163555500,1738,1403636599163555500,,22,22,18,13
1403636599213555500,1739,1403636599213555500,,21,21,18,8
1403636599263555500,1740,1403636599263555500,,23,23,20,13
1403636599313555500,1741,1403636599313555500,,26,24,20,15
1403636599363555500,1742,1403636599363555500,,24,24,22,18
1403636599413555500,1743,1403636599413555500,,24,24,22,18
1403636599463555500,1744,1403636599463555500,,26,26,24,20
1403636599513555500,1745,1403636599513555500,,26,26,25,25
1403636599563555500,1746,1403636599563555500,,28,28,25,17
1403636599613555500,1747,1403636599613555500,,27,27,24,23
1403636599663555500,1748,1403636599663555500,,28,28,25,25
1403636599713555500,1749,1403636599713555500,,27,27,26,23
1403636599763555500,1750,1403636599763555500,,26,26,24,22
1403636599813555500,1751,1403636599813555500,,27,27,26,25
1403636599863555500,1752,1403636599863555500,,28,28,28,27
1403636599913555500,1753,1403636599913555500,,27,27,26,26
1403636599963555500,1754,1403636599963555500,,29,29,29,29
1403636600013555500,1755,1403636600013555500,,29,29,29,29
1403636600063555500,1756,1403636600063555500,,29,29,29,27
1403636600113555500,1757,1403636600113555500,,31,31,31,29
1403636600163555500,1758,1403636600163555500,,31,31,30,28
1403636600213555500,1759,1403636600213555500,,31,31,30,29
1403636600263555500,1760,1403636600263555500,,30,30,30,30
1403636600313555500,1761,1403636600313555500,,31,31,31,30
1403636600363555500,1762,1403636600363555500,,30,30,30,30
1403636600413555500,1763,1403636600413555500,,32,32,32,30
1403636600463555500,1764,1403636600463555500,,32,32,32,32
1403636600513555500,1765,1403636600513555500,,33,33,32,31
1403636600563555500,1766,1403636600563555500,,32,32,31,31
1403636600613555500,1767,1403636600613555500,,31,31,31,30
1403636600663555500,1768,1403636600663555500,,32,32,32,31
1403636600713555500,1769,1403636600713555500,,32,32,32,31
1403636600763555500,1770,1403636600763555500,,32,32,32,32
1403636600813555500,1771,1403636600813555500,,33,33,32,32
1403636600863555500,1772,1403636600863555500,,32,32,32,32
1403636600913555500,1773,1403636600913555500,,33,33,32,32
1403636600963555500,1774,1403636600963555500,,32,32,32,31
1403636601013555500,1775,1403636601013555500,,32,32,32,31
1403636601063555500,1776,1403636601063555500,,32,32,31,31
1403636601113555500,1777,1403636601113555500,,32,32,32,31
1403636601163555500,1778,1403636601163555500,,32,32,32,31
1403636601213555500,1779,1403636601213555500,,33,33,33,31
1403636601263555500,1780,1403636601263555500,,32,32,31,31
1403636601313555500,1781,1403636601313555500,,32,32,32,31
1403636601363555500,1782,1403636601363555500,,33,33,33,33
1403636601413555500,1783,1403636601413555500,,33,33,33,33
1403636601463555500,1784,1403636601463555500,,33,33,33,33
1403636601513555500,1785,1403636601513555500,,33,33,33,32
1403636601563555500,1786,1403636601563555500,,33,33,33,32
1403636601613555500,1787,1403636601613555500,,33,33,33,33
1403636601663555500,1788,1403636601663555500,,33,33,33,33
1403636601713555500,1789,1403636601713555500,,33,33,33,33
1403636601763555500,1790,1403636601763555500,,34,34,34,33
1403636601813555500,1791,1403636601813555500,,33,33,33,33
1403636601863555500,1792,1403636601863555500,,33,33,33,33
1403636601913555500,1793,1403636601913555500,,33,33,33,33
1403636601963555500,1794,1403636601963555500,,33,33,33,33
1403636602013555500,1795,1403636602013555500,,33,33,33,32
1403636602063555500,1796,1403636602063555500,,33,33,33,32
1403636602113555500,1797,1403636602113555500,,33,33,33,32
1403636602163555500,1798,1403636602163555500,,33,33,33,32
1403636602213555500,1799,1403636602213555500,,34,34,34,32
1403636602263555500,1800,1403636602263555500,,33,33,33,32
1403636602313555500,1801,1403636602313555500,,33,33,33,32
1403636602363555500,1802,1403636602363555500,,33,33,33,33
1403636602413555500,1803,1403636602413555500,,33,33,33,33
1403636602463555500,1804,1403636602463555500,,33,33,33,33
1403636602513555500,1805,1403636602513555500,,33,33,33,32
1403636602563555500,1806,1403636602563555500,,33,33,33,32
1403636602613555500,1807,1403636602613555500,,33,33,33,33
1403636602663555500,1808,1403636602663555500,,33,33,33,33
1403636602713555500,1809,1403636602713555500,,33,33,33,33
1403636602763555500,1810,1403636602763555500,,33,33,33,33
1403636602813555500,1811,1403636602813555500,,33,33,33,32
1403636602863555500,1812,1403636602863555500,,33,33,33,33
1403636602913555500,1813,1403636602913555500,,33,33,33,32
1403636602963555500,1814,1403636602963555500,,33,33,33,33
1403636603013555500,1815,1403636603013555500,,33,33,33,33
1403636603063555500,1816,1403636603063555500,,34,34,34,34
1403636603113555500,1817,1403636603113555500,,34,34,34,34
1403636603163555500,1818,1403636603163555500,,34,34,34,32
1403636603213555500,1819,1403636603213555500,,33,33,33,33
1403636603263555500,1820,1403636603263555500,,33,33,33,32
1403636603313555500,1821,1403636603313555500,,33,33,33,33
1403636603363555500,1822,1403636603363555500,,33,33,33,33
1403636603413555500,1823,1403636603413555500,,33,33,32,32
1403636603463555500,1824,1403636603463555500,,35,35,35,34
1403636603513555500,1825,1403636603513555500,,35,35,35,33
1403636603563555500,1826,1403636603563555500,,33,33,33,33
1403636603613555500,1827,1403636603613555500,,33,33,33,31
1403636603663555500,1828,1403636603663555500,,33,33,32,32
1403636603713555500,1829,1403636603713555500,,33,33,33,32
1403636603763555500,1830,1403636603763555500,,35,35,35,33
1403636603813555500,1831,1403636603813555500,,35,35,34,33
1403636603863555500,1832,1403636603863555500,,36,36,35,33
1403636603913555500,1833,1403636603913555500,,36,36,36,34
1403636603963555500,1834,1403636603963555500,,34,34,34,34
1403636604013555500,1835,1403636604013555500,,34,34,34,33
1403636604063555500,1836,1403636604063555500,,34,34,34,33
1403636604113555500,1837,1403636604113555500,,34,34,34,32
1403636604163555500,1838,1403636604163555500,,34,34,33,33
1403636604213555500,1839,1403636604213555500,,33,33,33,33
1403636604263555500,1840,1403636604263555500,,34,34,33,33
1403636604313555500,1841,1403636604313555500,,34,34,34,33
1403636604363555500,1842,1403636604363555500,,36,36,36,35
1403636604413555500,1843,1403636604413555500,,36,36,35,34
1403636604463555500,1844,1403636604463555500,,34,34,34,34
1403636604513555500,1845,1403636604513555500,,35,35,35,33
1403636604563555500,1846,1403636604563555500,,33,33,33,33
1403636604613555500,1847,1403636604613555500,,36,36,36,35
1403636604663555500,1848,1403636604663555500,,35,35,34,34
1403636604713555500,1849,1403636604713555500,,34,34,34,34
1403636604763555500,1850,1403636604763555500,,34,34,33,33
1403636604813555500,1851,1403636604813555500,,34,34,34,33
1403636604863555500,1852,1403636604863555500,,33,33,33,33
1403636604913555500,1853,1403636604913555500,,33,33,33,33
1403636604963555500,1854,1403636604963555500,,33,33,33,33
1403636605013555500,1855,1403636605013555500,,34,34,34,32
1403636605063555500,1856,1403636605063555500,,34,34,33,33
1403636605113555500,1857,1403636605113555500,,33,33,33,32
1403636605163555500,1858,1403636605163555500,,34,34,34,32
1403636605213555500,1859,1403636605213555500,,32,32,32,32
1403636605263555500,1860,1403636605263555500,,34,34,34,34
1403636605313555500,1861,1403636605313555500,,34,34,34,33
