%time,field.header.seq,field.header.stamp,field.header.frame_id,field.before_tracking,field.after_tracking,field.after_matching,field.after_ransac
1413393219555760500,12188,1413393219555760500,,58,58,58,50
1413393219605760500,12189,1413393219605760500,,55,55,53,50
1413393219655760500,12190,1413393219655760500,,57,57,56,52
1413393219705760500,12191,1413393219705760500,,63,63,62,59
1413393219755760500,12192,1413393219755760500,,64,64,62,60
1413393219805760500,12193,1413393219805760500,,61,61,58,56
1413393219855760500,12194,1413393219855760500,,58,58,55,54
1413393219905760500,12195,1413393219905760500,,53,53,52,52
1413393219955760500,12196,1413393219955760500,,52,52,52,52
1413393220005760500,12197,1413393220005760500,,54,54,53,53
1413393220055760500,12198,1413393220055760500,,54,54,54,54
1413393220105760500,12199,1413393220105760500,,55,55,52,51
1413393220155760500,12200,1413393220155760500,,56,56,54,54
1413393220205760500,12201,1413393220205760500,,54,54,54,54
1413393220255760500,12202,1413393220255760500,,56,56,55,55
1413393220305760500,12203,1413393220305760500,,58,58,57,57
1413393220355760500,12204,1413393220355760500,,59,59,58,58
1413393220405760500,12205,1413393220405760500,,59,59,59,59
1413393220455760500,12206,1413393220455760500,,60,60,60,59
1413393220505760500,12207,1413393220505760500,,60,60,59,59
1413393220555760500,12208,1413393220555760500,,60,60,60,60
1413393220605760500,12209,1413393220605760500,,60,60,60,60
1413393220655760500,12210,1413393220655760500,,60,60,60,60
1413393220705760500,12211,1413393220705760500,,59,59,59,59
1413393220755760500,12212,1413393220755760500,,59,59,58,50
1413393220805760500,12213,1413393220805760500,,59,59,58,30
1413393220855760500,12214,1413393220855760500,,53,53,53,45
1413393220905760500,12215,1413393220905760500,,56,56,56,54
1413393220955760500,12216,1413393220955760500,,56,56,56,56
1413393221005760500,12217,1413393221005760500,,56,56,56,56
1413393221055760500,12218,1413393221055760500,,56,56,56,56
1413393221105760500,12219,1413393221105760500,,58,58,58,58
1413393221155760500,12220,1413393221155760500,,60,60,59,59
1413393221205760500,12221,1413393221205760500,,59,59,58,58
1413393221255760500,12222,1413393221255760500,,59,59,59,59
1413393221305760500,12223,1413393221305760500,,60,60,60,57
1413393221355760500,12224,1413393221355760500,,58,58,57,57
1413393221405760500,12225,1413393221405760500,,59,59,59,59
1413393221455760500,12226,1413393221455760500,,60,60,59,59
1413393221505760500,12227,1413393221505760500,,59,59,59,59
1413393221555760500,12228,1413393221555760500,,60,60,58,57
1413393221605760500,12229,1413393221605760500,,60,60,58,57
1413393221655760500,12230,1413393221655760500,,61,61,60,59
1413393221705760500,12231,1413393221705760500,,61,61,58,57
1413393221755760500,12232,1413393221755760500,,59,59,58,58
1413393221805760500,12233,1413393221805760500,,59,59,58,58
1413393221855760500,12234,1413393221855760500,,59,59,59,59
1413393221905760500,12235,1413393221905760500,,62,62,62,62
1413393221955760500,12236,1413393221955760500,,62,62,62,62
1413393222005760500,12237,1413393222005760500,,65,65,64,64
1413393222055760500,12238,1413393222055760500,,65,65,65,65
1413393222105760500,12239,1413393222105760500,,65,65,65,65
1413393222155760500,12240,1413393222155760500,,65,65,65,65
1413393222205760500,12241,1413393222205760500,,65,65,65,65
1413393222255760500,12242,1413393222255760500,,65,65,65,65
1413393222305760500,12243,1413393222305760500,,66,66,66,66
1413393222355760500,12244,1413393222355760500,,64,64,63,63
1413393222405760500,12245,1413393222405760500,,62,62,62,62
1413393222455760500,12246,1413393222455760500,,62,62,62,62
1413393222505760500,12247,1413393222505760500,,64,64,64,64
1413393222555760500,12248,1413393222555760500,,65,64,63,63
1413393222605760500,12249,1413393222605760500,,63,63,63,63
1413393222655760500,12250,1413393222655760500,,64,64,63,63
1413393222705760500,12251,1413393222705760500,,64,64,64,64
1413393222755760500,12252,1413393222755760500,,64,64,64,63
1413393222805760500,12253,1413393222805760500,,63,62,62,62
1413393222855760500,12254,1413393222855760500,,62,62,61,61
1413393222905760500,12255,1413393222905760500,,61,61,61,61
1413393222955760500,12256,1413393222955760500,,62,62,62,61
1413393223005760500,12257,1413393223005760500,,61,61,61,61
1413393223055760500,12258,1413393223055760500,,62,62,62,62
1413393223105760500,12259,1413393223105760500,,64,64,63,63
1413393223155760500,12260,1413393223155760500,,64,64,64,64
1413393223205760500,12261,1413393223205760500,,64,64,61,61
1413393223255760500,12262,1413393223255760500,,64,64,64,64
1413393223305760500,12263,1413393223305760500,,66,66,64,64
1413393223355760500,12264,1413393223355760500,,65,65,64,64
1413393223405760500,12265,1413393223405760500,,65,65,64,63
1413393223455760500,12266,1413393223455760500,,65,65,64,63
1413393223505760500,12267,1413393223505760500,,66,66,66,62
1413393223555760500,12268,1413393223555760500,,65,65,62,59
1413393223605760500,12269,1413393223605760500,,63,63,60,57
1413393223655760500,12270,1413393223655760500,,61,61,60,57
1413393223705760500,12271,1413393223705760500,,61,60,60,59
1413393223755760500,12272,1413393223755760500,,64,63,59,59
1413393223805760500,12273,1413393223805760500,,62,62,60,55
1413393223855760500,12274,1413393223855760500,,60,60,59,57
1413393223905760500,12275,1413393223905760500,,59,59,58,48
1413393223955760500,12276,1413393223955760500,,57,57,56,56
1413393224005760500,12277,1413393224005760500,,58,58,58,58
1413393224055760500,12278,1413393224055760500,,61,61,60,42
1413393224105760500,12279,1413393224105760500,,59,59,55,55
1413393224155760500,12280,1413393224155760500,,58,58,57,57
1413393224205760500,12281,1413393224205760500,,58,58,57,56
1413393224255760500,12282,1413393224255760500,,59,59,58,46
1413393224305760500,12283,1413393224305760500,,59,59,59,59
1413393224355760500,12284,1413393224355760500,,59,59,59,59
1413393224405760500,12285,1413393224405760500,,60,60,58,46
1413393224455760500,12286,1413393224455760500,,59,56,54,42
1413393224505760500,12287,1413393224505760500,,57,55,51,41
1413393224555760500,12288,1413393224555760500,,52,52,52,21
1413393224605760500,12289,1413393224605760500,,50,50,50,48
1413393224655760500,12290,1413393224655760500,,53,52,52,41
1413393224705760500,12291,1413393224705760500,,55,55,55,13
1413393224755760500,12292,1413393224755760500,,55,51,48,21
1413393224805760500,12293,1413393224805760500,,51,49,49,27
1413393224855760500,12294,1413393224855760500,,53,47,46,27
1413393224905760500,12295,1413393224905760500,,56,53,52,48
1413393224955760500,12296,1413393224955760500,,58,55,53,42
1413393225005760500,12297,1413393225005760500,,59,57,55,54
1413393225055760500,12298,1413393225055760500,,59,57,56,38
1413393225105760500,12299,1413393225105760500,,55,55,51,48
1413393225155760500,12300,1413393225155760500,,52,52,52,48
1413393225205760500,12301,1413393225205760500,,52,52,51,41
1413393225255760500,12302,1413393225255760500,,53,52,50,50
1413393225305760500,12303,1413393225305760500,,52,51,51,44
1413393225355760500,12304,1413393225355760500,,53,53,53,48
1413393225405760500,12305,1413393225405760500,,54,54,54,31
1413393225455760500,12306,1413393225455760500,,56,56,55,24
1413393225505760500,12307,1413393225505760500,,55,55,50,28
1413393225555760500,12308,1413393225555760500,,52,52,52,34
1413393225605760500,12309,1413393225605760500,,50,50,49,27
1413393225655760500,12310,1413393225655760500,,49,48,44,27
1413393225705760500,12311,1413393225705760500,,45,44,42,30
1413393225755760500,12312,1413393225755760500,,48,47,44,35
1413393225805760500,12313,1413393225805760500,,43,43,40,34
1413393225855760500,12314,1413393225855760500,,43,43,43,32
1413393225905760500,12315,1413393225905760500,,47,47,47,29
1413393225955760500,12316,1413393225955760500,,48,45,43,35
1413393226005760500,12317,1413393226005760500,,44,44,44,39
1413393226055760500,12318,1413393226055760500,,46,46,44,34
1413393226105760500,12319,1413393226105760500,,47,46,45,32
1413393226155760500,12320,1413393226155760500,,45,44,44,20
1413393226205760500,12321,1413393226205760500,,45,44,42,29
1413393226255760500,12322,1413393226255760500,,43,42,41,30
1413393226305760500,12323,1413393226305760500,,46,45,43,26
1413393226355760500,12324,1413393226355760500,,48,46,45,12
1413393226405760500,12325,1413393226405760500,,48,44,43,36
1413393226455760500,12326,1413393226455760500,,47,47,45,40
1413393226505760500,12327,1413393226505760500,,48,48,47,45
1413393226555760500,12328,1413393226555760500,,51,51,47,45
1413393226605760500,12329,1413393226605760500,,51,51,50,44
1413393226655760500,12330,1413393226655760500,,49,49,49,46
1413393226705760500,12331,1413393226705760500,,51,51,51,40
1413393226755760500,12332,1413393226755760500,,51,51,50,43
1413393226805760500,12333,1413393226805760500,,55,55,53,41
1413393226855760500,12334,1413393226855760500,,51,50,48,45
1413393226905760500,12335,1413393226905760500,,51,50,50,48
1413393226955760500,12336,1413393226955760500,,51,51,50,45
1413393227005760500,12337,1413393227005760500,,55,55,53,45
1413393227055760500,12338,1413393227055760500,,51,51,51,49
1413393227105760500,12339,1413393227105760500,,52,52,50,46
1413393227155760500,12340,1413393227155760500,,50,50,50,48
1413393227205760500,12341,1413393227205760500,,51,51,51,46
1413393227255760500,12342,1413393227255760500,,53,53,52,37
1413393227305760500,12343,1413393227305760500,,51,51,50,42
1413393227355760500,12344,1413393227355760500,,53,53,51,48
1413393227405760500,12345,1413393227405760500,,55,55,55,43
1413393227455760500,12346,1413393227455760500,,53,53,52,46
1413393227505760500,12347,1413393227505760500,,54,54,54,52
1413393227555760500,12348,1413393227555760500,,57,57,57,52
1413393227605760500,12349,1413393227605760500,,59,59,59,54
1413393227655760500,12350,1413393227655760500,,59,59,57,53
1413393227705760500,12351,1413393227705760500,,60,60,60,53
1413393227755760500,12352,1413393227755760500,,60,60,59,53
1413393227805760500,12353,1413393227805760500,,62,62,56,52
1413393227855760500,12354,1413393227855760500,,57,57,57,33
1413393227905760500,12355,1413393227905760500,,53,53,51,39
1413393227955760500,12356,1413393227955760500,,55,55,53,35
1413393228005760500,12357,1413393228005760500,,52,52,51,24
1413393228055760500,12358,1413393228055760500,,52,52,51,30
1413393228105760500,12359,1413393228105760500,,53,53,48,21
1413393228155760500,12360,1413393228155760500,,50,50,50,40
1413393228205760500,12361,1413393228205760500,,52,52,50,34
1413393228255760500,12362,1413393228255760500,,52,52,50,46
1413393228305760500,12363,1413393228305760500,,53,53,53,40
1413393228355760500,12364,1413393228355760500,,54,52,52,45
1413393228405760500,12365,1413393228405760500,,53,52,52,49
1413393228455760500,12366,1413393228455760500,,59,59,56,48
1413393228505760500,12367,1413393228505760500,,59,59,58,48
1413393228555760500,12368,1413393228555760500,,57,57,56,48
1413393228605760500,12369,1413393228605760500,,54,54,54,36
1413393228655760500,12370,1413393228655760500,,48,47,46,35
1413393228705760500,12371,1413393228705760500,,49,48,48,41
1413393228755760500,12372,1413393228755760500,,49,48,48,45
1413393228805760500,12373,1413393228805760500,,50,50,50,37
1413393228855760500,12374,1413393228855760500,,48,46,46,38
1413393228905760500,12375,1413393228905760500,,48,46,45,42
1413393228955760500,12376,1413393228955760500,,49,46,44,38
1413393229005760500,12377,1413393229005760500,,46,46,45,44
1413393229055760500,12378,1413393229055760500,,45,45,45,44
1413393229105760500,12379,1413393229105760500,,49,48,48,29
1413393229155760500,12380,1413393229155760500,,45,45,45,35
1413393229205760500,12381,1413393229205760500,,44,44,43,32
1413393229255760500,12382,1413393229255760500,,45,45,45,33
1413393229305760500,12383,1413393229305760500,,45,45,44,33
1413393229355760500,12384,1413393229355760500,,46,46,45,37
1413393229405760500,12385,1413393229405760500,,52,52,52,43
1413393229455760500,12386,1413393229455760500,,53,52,50,39
1413393229505760500,12387,1413393229505760500,,53,53,51,43
1413393229555760500,12388,1413393229555760500,,49,49,49,43
1413393229605760500,12389,1413393229605760500,,49,49,49,35
1413393229655760500,12390,1413393229655760500,,52,52,51,36
1413393229705760500,12391,1413393229705760500,,50,50,50,41
1413393229755760500,12392,1413393229755760500,,53,53,49,48
1413393229805760500,12393,1413393229805760500,,51,51,48,47
1413393229855760500,12394,1413393229855760500,,50,50,50,49
1413393229905760500,12395,1413393229905760500,,51,51,51,50
1413393229955760500,12396,1413393229955760500,,51,51,50,46
1413393230005760500,12397,1413393230005760500,,52,52,51,32
1413393230055760500,12398,1413393230055760500,,49,49,48,27
1413393230105760500,12399,1413393230105760500,,54,54,54,33
1413393230155760500,12400,1413393230155760500,,58,58,56,44
1413393230205760500,12401,1413393230205760500,,58,58,55,44
1413393230255760500,12402,1413393230255760500,,57,56,56,54
1413393230305760500,12403,1413393230305760500,,55,55,55,55
1413393230355760500,12404,1413393230355760500,,58,58,58,49
1413393230405760500,12405,1413393230405760500,,58,58,58,46
1413393230455760500,12406,1413393230455760500,,59,59,57,45
1413393230505760500,12407,1413393230505760500,,57,57,55,34
1413393230555760500,12408,1413393230555760500,,55,55,55,41
1413393230605760500,12409,1413393230605760500,,54,54,53,37
1413393230655760500,12410,1413393230655760500,,57,57,55,48
1413393230705760500,12411,1413393230705760500,,56,54,53,41
1413393230755760500,12412,1413393230755760500,,49,49,48,40
1413393230805760500,12413,1413393230805760500,,51,51,50,29
1413393230855760500,12414,1413393230855760500,,53,53,48,28
1413393230905760500,12415,1413393230905760500,,51,51,50,39
1413393230955760500,12416,1413393230955760500,,53,53,52,45
1413393231005760500,12417,1413393231005760500,,58,58,56,44
1413393231055760500,12418,1413393231055760500,,57,57,55,44
1413393231105760500,12419,1413393231105760500,,53,53,49,46
1413393231155760500,12420,1413393231155760500,,54,54,52,44
1413393231205760500,12421,1413393231205760500,,56,56,53,47
1413393231255760500,12422,1413393231255760500,,55,55,53,45
1413393231305760500,12423,1413393231305760500,,57,57,55,52
1413393231355760500,12424,1413393231355760500,,56,56,53,40
1413393231405760500,12425,1413393231405760500,,53,52,51,35
1413393231455760500,12426,1413393231455760500,,52,52,50,33
1413393231505760500,12427,1413393231505760500,,50,50,47,34
1413393231555760500,12428,1413393231555760500,,50,50,50,43
1413393231605760500,12429,1413393231605760500,,51,51,51,39
1413393231655760500,12430,1413393231655760500,,52,52,51,41
1413393231705760500,12431,1413393231705760500,,54,54,52,52
1413393231755760500,12432,1413393231755760500,,56,56,54,43
1413393231805760500,12433,1413393231805760500,,55,52,51,40
1413393231855760500,12434,1413393231855760500,,51,51,50,31
1413393231905760500,12435,1413393231905760500,,52,52,52,15
1413393231955760500,12436,1413393231955760500,,52,49,47,15
1413393232005760500,12437,1413393232005760500,,56,54,53,36
1413393232055760500,12438,1413393232055760500,,59,56,55,39
1413393232105760500,12439,1413393232105760500,,56,54,53,38
1413393232155760500,12440,1413393232155760500,,55,55,53,39
1413393232205760500,12441,1413393232205760500,,54,53,52,47
1413393232255760500,12442,1413393232255760500,,59,59,58,42
1413393232305760500,12443,1413393232305760500,,57,57,56,46
1413393232355760500,12444,1413393232355760500,,57,57,56,43
1413393232405760500,12445,1413393232405760500,,57,54,52,38
1413393232455760500,12446,1413393232455760500,,55,52,50,29
1413393232505760500,12447,1413393232505760500,,49,44,43,34
1413393232555760500,12448,1413393232555760500,,53,50,47,36
1413393232605760500,12449,1413393232605760500,,52,52,51,45
1413393232655760500,12450,1413393232655760500,,52,51,50,44
1413393232705760500,12451,1413393232705760500,,50,50,49,41
1413393232755760500,12452,1413393232755760500,,51,51,50,49
1413393232805760500,12453,1413393232805760500,,53,53,50,46
1413393232855760500,12454,1413393232855760500,,54,52,52,50
1413393232905760500,12455,1413393232905760500,,54,54,51,50
1413393232955760500,12456,1413393232955760500,,55,55,53,42
1413393233005760500,12457,1413393233005760500,,57,56,52,47
1413393233055760500,12458,1413393233055760500,,55,55,53,42
1413393233105760500,12459,1413393233105760500,,52,52,51,35
1413393233155760500,12460,1413393233155760500,,48,48,46,42
1413393233205760500,12461,1413393233205760500,,50,49,47,42
1413393233255760500,12462,1413393233255760500,,53,53,51,40
1413393233305760500,12463,1413393233305760500,,50,49,49,41
1413393233355760500,12464,1413393233355760500,,51,51,49,34
1413393233405760500,12465,1413393233405760500,,48,45,44,14
1413393233455760500,12466,1413393233455760500,,43,42,36,23
1413393233505760500,12467,1413393233505760500,,41,41,38,15
1413393233555760500,12468,1413393233555760500,,39,38,32,14
1413393233605760500,12469,1413393233605760500,,39,39,37,23
1413393233655760500,12470,1413393233655760500,,41,40,38,20
1413393233705760500,12471,1413393233705760500,,39,39,36,15
1413393233755760500,12472,1413393233755760500,,38,38,36,10
1413393233805760500,12473,1413393233805760500,,37,37,24,8
1413393233855760500,12474,1413393233855760500,,27,27,23,4
1413393233905760500,12475,1413393233905760500,,23,23,23,10
1413393233955760500,12476,1413393233955760500,,23,23,23,5
1413393234005760500,12477,1413393234005760500,,32,32,30,14
1413393234055760500,12478,1413393234055760500,,33,33,33,15
1413393234105760500,12479,1413393234105760500,,32,32,31,8
1413393234155760500,12480,1413393234155760500,,33,33,32,16
1413393234205760500,12481,1413393234205760500,,31,31,29,8
1413393234255760500,12482,1413393234255760500,,31,30,28,15
1413393234305760500,12483,1413393234305760500,,32,31,31,7
1413393234355760500,12484,1413393234355760500,,26,25,25,2
1413393234405760500,12485,1413393234405760500,,29,29,29,5
1413393234455760500,12486,1413393234455760500,,27,27,27,15
1413393234505760500,12487,1413393234505760500,,26,26,25,7
1413393234555760500,12488,1413393234555760500,,30,30,30,14
1413393234605760500,12489,1413393234605760500,,30,30,28,17
1413393234655760500,12490,1413393234655760500,,31,31,31,9
1413393234705760500,12491,1413393234705760500,,31,31,28,4
1413393234755760500,12492,1413393234755760500,,32,32,30,7
1413393234805760500,12493,1413393234805760500,,36,36,36,17
1413393234855760500,12494,1413393234855760500,,37,37,35,34
1413393234905760500,12495,1413393234905760500,,37,37,37,25
1413393234955760500,12496,1413393234955760500,,41,39,39,22
1413393235005760500,12497,1413393235005760500,,39,39,39,20
1413393235055760500,12498,1413393235055760500,,39,39,39,21
1413393235105760500,12499,1413393235105760500,,39,39,39,25
1413393235155760500,12500,1413393235155760500,,47,47,47,27
1413393235205760500,12501,1413393235205760500,,47,47,47,40
1413393235255760500,12502,1413393235255760500,,48,48,48,34
1413393235305760500,12503,1413393235305760500,,52,52,52,34
1413393235355760500,12504,1413393235355760500,,53,53,53,31
1413393235405760500,12505,1413393235405760500,,54,54,53,37
1413393235455760500,12506,1413393235455760500,,52,52,52,39
1413393235505760500,12507,1413393235505760500,,54,54,52,43
1413393235555760500,12508,1413393235555760500,,55,55,54,27
1413393235605760500,12509,1413393235605760500,,55,55,54,15
1413393235655760500,12510,1413393235655760500,,50,50,50,34
1413393235705760500,12511,1413393235705760500,,50,50,48,39
1413393235755760500,12512,1413393235755760500,,53,53,53,49
1413393235805760500,12513,1413393235805760500,,56,56,56,43
1413393235855760500,12514,1413393235855760500,,59,59,54,5
1413393235905760500,12515,1413393235905760500,,54,53,53,6
1413393235955760500,12516,1413393235955760500,,49,48,47,4
1413393236005760500,12517,1413393236005760500,,51,51,49,16
1413393236055760500,12518,1413393236055760500,,53,53,52,24
1413393236105760500,12519,1413393236105760500,,51,51,50,9
1413393236155760500,12520,1413393236155760500,,52,52,51,18
1413393236205760500,12521,1413393236205760500,,55,55,55,42
1413393236255760500,12522,1413393236255760500,,56,56,56,46
1413393236305760500,12523,1413393236305760500,,60,60,58,43
1413393236355760500,12524,1413393236355760500,,61,60,57,45
1413393236405760500,12525,1413393236405760500,,55,55,55,48
1413393236455760500,12526,1413393236455760500,,56,56,54,44
1413393236505760500,12527,1413393236505760500,,56,56,54,37
1413393236555760500,12528,1413393236555760500,,54,54,52,41
1413393236605760500,12529,1413393236605760500,,50,50,48,43
1413393236655760500,12530,1413393236655760500,,49,48,48,42
1413393236705760500,12531,1413393236705760500,,50,49,49,33
1413393236755760500,12532,1413393236755760500,,51,50,48,29
1413393236805760500,12533,1413393236805760500,,47,46,46,9
1413393236855760500,12534,1413393236855760500,,47,47,46,27
1413393236905760500,12535,1413393236905760500,,49,49,44,40
1413393236955760500,12536,1413393236955760500,,48,48,47,47
1413393237005760500,12537,1413393237005760500,,53,53,52,49
1413393237055760500,12538,1413393237055760500,,53,53,51,32
1413393237105760500,12539,1413393237105760500,,51,51,49,25
1413393237155760500,12540,1413393237155760500,,48,48,47,11
1413393237205760500,12541,1413393237205760500,,45,45,45,9
1413393237255760500,12542,1413393237255760500,,44,44,43,21
1413393237305760500,12543,1413393237305760500,,49,49,49,41
1413393237355760500,12544,1413393237355760500,,46,46,46,46
1413393237405760500,12545,1413393237405760500,,52,52,52,50
1413393237455760500,12546,1413393237455760500,,54,54,53,49
1413393237505760500,12547,1413393237505760500,,53,52,52,28
1413393237555760500,12548,1413393237555760500,,52,50,49,28
1413393237605760500,12549,1413393237605760500,,55,54,52,21
1413393237655760500,12550,1413393237655760500,,53,53,53,16
1413393237705760500,12551,1413393237705760500,,56,56,56,30
1413393237755760500,12552,1413393237755760500,,57,57,57,45
1413393237805760500,12553,1413393237805760500,,58,58,56,52
